PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,Air_Quality
54.54,121.13,36.59,41.71,76.3,10.68,0.01,3.5,14.76,6.15,2.11,10.59,131.0,Moderate
33.68,85.59,6.62,12.81,18.01,10.54,0.85,7.29,30.43,1.26,5.91,0.76,101.0,Moderate
45.3,72.48,38.26,8.67,35.9,7.29,0.74,9.2,9.4,3.36,4.68,0.89,82.0,Satisfactory
77.15,141.72,9.68,41.34,28.6,19.15,0.66,6.27,28.57,1.12,5.17,0.72,166.0,Moderate
135.89,210.83,31.14,39.22,69.02,26.91,2.07,11.24,18.16,0.83,1.99,1.69,261.0,Poor
129.13,259.59,14.12,32.27,46.39,62.85,1.15,4.98,14.08,2.85,11.89,26.93,314.0,Very Poor
50.23,86.93,2.88,25.29,15.62,20.92,0.42,4.35,36.53,0.42,1.55,0.09,119.0,Moderate
17.74,63.75,17.36,11.56,27.43,12.19,0.76,6.7,22.1,1.37,1.67,1.98,60.0,Satisfactory
31.68,68.97,4.98,12.14,9.19,33.63,0.47,14.14,67.87,1.74,2.66,2.32,101.0,Moderate
29.42,80.62,5.32,8.1,12.09,10.31,0.87,6.07,24.43,0.75,3.83,0.93,100.0,Satisfactory
48.51,115.06,4.51,36.61,22.44,15.65,0.65,6.45,34.62,1.86,12.88,2.49,107.0,Moderate
104.65,231.11,97.36,69.8,165.9,31.69,2.09,11.59,33.36,46.36,56.84,4.49,274.0,Poor
111.75,167.31,24.28,40.13,48.6,40.74,1.37,6.84,43.99,2.22,3.87,0.3,267.0,Poor
50.57,105.55,23.14,33.89,40.01,37.02,1.39,8.83,32.04,2.6,27.75,0.23,123.0,Moderate
65.52,167.51,12.37,46.93,13.69,30.84,0.27,20.72,49.52,0.16,1.92,0.57,161.0,Moderate
33.4,59.02,5.55,21.68,15.09,13.12,0.4,4.25,24.1,1.56,7.91,0.47,61.0,Satisfactory
106.25,171.56,2.74,43.09,21.78,19.66,0.13,15.45,66.9,0.28,3.13,0.18,228.0,Poor
71.23,160.66,15.11,89.44,59.86,3.45,1.48,38.91,32.4,0.12,0.56,0.2,144.0,Moderate
25.43,63.82,5.24,20.32,17.85,19.2,0.53,6.0,29.17,0.12,0.78,0.09,80.0,Satisfactory
33.82,70.35,13.24,31.63,31.3,34.11,0.84,11.13,29.2,1.81,29.69,1.03,96.0,Satisfactory
58.15,132.5,12.15,38.77,28.53,27.52,0.56,12.66,27.33,0.34,3.83,0.28,128.0,Moderate
43.05,89.8,3.18,31.47,19.08,17.57,0.63,5.79,48.2,0.94,4.01,1.15,103.0,Moderate
31.91,55.66,12.33,22.73,29.36,10.05,0.44,3.74,17.54,19.99,11.98,1.66,64.0,Satisfactory
48.33,115.41,1.38,36.77,20.23,15.37,1.16,28.74,37.42,0.08,0.22,0.1,118.0,Moderate
18.18,57.2,3.48,22.68,14.57,9.63,0.3,5.38,23.37,0.34,3.21,0.29,65.0,Satisfactory
43.5,105.68,12.89,32.44,30.15,33.69,1.02,9.33,39.25,1.93,18.03,0.71,110.0,Moderate
31.49,49.92,1.93,8.93,6.32,10.09,0.64,19.67,34.5,0.18,0.6,0.1,54.0,Satisfactory
240.42,360.99,38.73,54.8,4.57,51.36,1.38,13.2,48.57,3.63,8.14,0.26,398.0,Very Poor
117.56,290.96,29.36,54.01,57.51,48.36,1.33,15.54,59.11,2.77,5.02,0.0,276.0,Poor
69.49,97.7,1.95,12.04,8.0,20.46,0.68,17.89,59.37,0.71,1.24,0.1,109.0,Moderate
57.83,132.61,9.71,34.01,28.38,30.72,0.99,8.91,32.08,1.85,17.13,1.28,158.0,Moderate
81.5,128.86,3.06,20.13,13.3,13.9,0.93,21.32,52.53,0.46,4.72,0.17,174.0,Moderate
42.22,96.54,3.83,31.94,23.71,22.34,0.96,5.25,45.28,0.76,4.1,0.96,120.0,Moderate
41.52,67.16,35.12,18.92,32.67,63.6,0.32,5.2,22.48,2.22,0.81,9.36,51.0,Satisfactory
41.41,103.75,10.42,32.89,28.23,40.71,0.91,9.55,31.21,2.3,21.04,1.02,113.0,Moderate
79.9,99.88,4.84,12.23,15.52,10.35,1.26,14.13,83.35,1.6,7.69,2.41,174.0,Moderate
101.75,163.14,20.56,26.59,34.17,32.04,10.55,5.96,33.67,2.45,9.31,7.14,322.0,Very Poor
61.8,98.96,10.96,58.71,18.26,36.62,0.52,44.93,67.7,0.07,0.82,0.33,141.0,Moderate
34.26,84.78,11.89,30.73,28.81,41.85,0.87,10.2,31.96,1.53,28.84,0.85,105.0,Moderate
32.26,59.32,7.63,9.02,16.62,10.05,0.27,7.12,12.27,3.51,1.14,3.88,54.0,Satisfactory
107.26,201.08,21.52,33.82,42.98,27.92,11.69,11.82,45.78,4.93,11.03,9.98,340.0,Very Poor
83.79,141.83,6.77,47.47,30.74,17.37,0.3,13.35,77.54,0.29,3.7,0.15,223.0,Poor
26.4,83.14,19.15,12.31,29.03,12.12,0.62,11.35,30.35,1.53,1.92,2.0,108.0,Moderate
73.06,301.82,15.19,39.8,34.4,28.15,1.05,21.85,52.16,2.92,23.25,1.17,248.0,Poor
32.88,57.8,7.56,15.23,6.52,5.53,0.19,5.02,41.62,0.22,1.89,0.21,72.0,Satisfactory
89.75,252.06,53.0,44.13,92.67,30.43,1.49,9.76,68.69,5.09,14.81,3.59,298.0,Poor
146.01,201.91,54.57,55.88,31.89,45.72,0.93,24.42,34.88,0.8,4.04,0.08,338.0,Very Poor
60.32,89.17,11.87,65.82,15.22,38.16,0.5,31.34,42.62,0.02,0.49,0.1,98.0,Satisfactory
19.54,54.49,3.74,22.42,14.56,27.32,0.28,9.22,14.36,0.55,2.92,0.55,55.0,Satisfactory
45.98,62.98,1.6,2.28,3.32,7.42,0.97,5.24,37.06,1.22,6.06,0.47,117.0,Moderate
22.14,62.49,9.73,26.84,23.56,26.7,0.9,11.1,45.44,1.16,10.16,0.64,102.0,Moderate
32.08,65.33,2.93,30.99,18.87,13.21,0.69,5.04,50.4,1.44,10.11,0.71,78.0,Satisfactory
90.41,203.39,13.39,39.62,34.81,33.94,1.14,11.36,42.7,3.47,22.11,1.4,265.0,Poor
22.65,57.46,4.52,16.8,12.7,19.88,1.18,8.89,29.44,0.1,0.08,0.1,83.0,Satisfactory
178.04,272.61,19.8,38.43,44.45,69.78,11.58,6.43,14.91,3.65,6.61,3.35,345.0,Very Poor
7.95,16.23,3.65,12.93,9.21,13.28,0.33,5.9,17.12,1.09,0.6,0.14,37.0,Good
37.64,90.98,8.81,23.58,8.78,33.13,0.09,5.2,70.21,0.04,0.61,0.12,142.0,Moderate
39.23,96.29,17.26,31.43,32.82,24.45,0.99,9.63,28.51,2.08,22.37,0.98,112.0,Moderate
66.49,122.5,7.04,45.7,29.33,13.66,0.81,15.0,67.32,3.01,16.61,4.56,164.0,Moderate
38.1,97.0,7.1,22.21,17.68,19.27,0.79,13.89,22.73,0.06,2.12,0.11,100.0,Satisfactory
21.99,46.12,10.88,16.14,27.02,6.09,1.34,12.55,24.31,0.58,1.88,3.26,86.0,Satisfactory
78.81,182.69,58.44,41.92,100.36,12.81,1.05,18.04,25.52,3.8,8.97,24.21,131.0,Moderate
35.31,67.01,9.36,18.03,18.01,26.5,0.56,12.33,40.96,1.06,8.98,1.45,81.0,Satisfactory
132.63,237.81,42.02,57.15,70.95,38.77,1.38,19.61,40.01,3.77,23.71,0.82,254.0,Poor
38.69,82.66,10.07,4.05,10.31,6.01,0.49,14.44,15.07,4.07,1.45,1.58,83.0,Satisfactory
38.35,95.79,18.66,21.18,26.51,9.69,0.72,8.3,27.25,0.0,0.04,0.15,96.0,Satisfactory
39.08,107.8,17.38,10.28,27.28,11.98,0.62,16.11,30.29,1.58,1.94,2.0,107.0,Moderate
37.09,70.85,1.55,7.48,4.74,7.56,0.69,12.4,38.42,0.52,3.58,0.15,102.0,Moderate
264.63,453.77,89.36,66.58,121.45,55.63,2.75,16.74,42.51,8.92,57.53,5.42,431.0,Severe
22.4,56.0,2.5,21.06,13.13,13.8,1.23,3.02,30.56,0.66,2.04,0.02,71.0,Satisfactory
62.75,154.53,7.98,17.1,12.94,38.95,0.83,13.53,55.51,8.12,3.86,3.56,157.0,Moderate
32.16,58.42,5.25,20.46,25.58,13.25,0.49,7.52,35.75,18.67,16.67,1.72,70.0,Satisfactory
60.66,98.21,8.12,15.99,22.67,10.27,1.14,5.09,32.62,1.3,6.92,2.93,121.0,Moderate
92.46,230.62,61.52,46.15,74.55,37.78,1.57,13.08,41.92,6.0,72.97,0.1,229.0,Poor
31.59,62.79,31.8,20.49,41.64,22.79,0.39,5.37,18.33,3.13,1.08,8.1,53.0,Satisfactory
57.6,104.21,39.95,27.41,60.92,23.78,0.79,4.6,27.24,18.23,12.03,5.34,106.0,Moderate
28.81,68.37,2.77,30.11,18.07,11.83,0.6,5.94,51.31,0.6,4.04,0.37,74.0,Satisfactory
163.24,277.92,77.61,71.65,107.88,43.21,1.95,13.48,33.48,4.93,42.84,0.67,313.0,Very Poor
93.07,140.23,27.2,32.7,40.32,46.78,1.07,7.26,24.27,2.52,14.12,0.09,178.0,Moderate
39.22,102.6,4.9,24.58,17.06,22.01,0.95,10.6,25.73,0.0,0.06,0.1,113.0,Moderate
60.03,94.81,10.0,67.81,13.49,34.35,0.34,49.63,56.91,0.03,1.02,0.6,117.0,Moderate
97.27,179.85,14.18,34.18,30.79,36.62,1.0,15.01,51.96,2.56,19.99,0.31,238.0,Poor
56.77,111.27,6.29,30.92,37.2,23.59,0.67,13.6,59.48,5.56,11.84,1.45,143.0,Moderate
42.27,66.27,21.96,19.49,37.54,11.58,0.61,6.46,19.43,2.34,1.12,2.0,70.0,Satisfactory
104.45,122.3,25.09,30.92,14.22,64.21,0.25,6.57,29.67,0.68,2.71,0.1,208.0,Poor
249.87,353.94,37.13,50.24,57.35,62.14,1.71,8.52,23.62,5.96,30.95,0.61,441.0,Severe
62.95,140.07,29.56,36.7,64.23,9.16,0.01,5.91,16.61,6.47,3.3,12.07,125.0,Moderate
24.78,56.62,10.67,23.6,23.07,26.04,0.78,10.82,26.5,1.31,23.78,0.07,82.0,Satisfactory
66.34,154.68,4.56,45.68,27.4,19.37,0.67,13.99,32.16,3.23,28.93,6.32,143.0,Moderate
107.94,163.17,5.64,63.17,38.2,18.79,0.8,26.75,21.59,0.08,0.15,0.1,287.0,Poor
74.48,119.8,4.96,41.82,25.98,13.69,0.8,6.86,24.87,3.65,27.29,2.03,144.0,Moderate
76.62,117.38,10.49,18.21,22.84,15.2,9.02,4.2,22.85,1.12,4.32,1.97,197.0,Moderate
271.42,470.08,139.98,101.44,164.44,64.78,3.28,26.81,124.74,9.41,35.26,3.45,455.0,Severe
45.14,73.27,2.37,13.84,9.3,18.61,0.6,18.99,53.62,0.64,1.74,0.14,70.0,Satisfactory
56.05,116.34,17.27,38.02,55.35,23.07,0.85,20.02,46.0,8.37,14.75,2.04,107.0,Moderate
48.86,104.26,11.21,58.18,11.72,26.45,0.45,46.34,45.44,0.02,0.49,0.13,103.0,Moderate
44.95,91.3,8.82,12.82,20.32,10.57,1.06,4.95,25.76,0.92,5.59,1.02,100.0,Satisfactory
64.72,121.51,9.05,45.03,30.5,13.13,0.82,14.09,60.26,2.95,12.16,3.69,140.0,Moderate
219.84,344.17,71.11,57.73,108.26,77.53,2.11,16.83,44.4,8.15,23.32,0.1,388.0,Very Poor
17.52,61.42,17.88,10.69,26.99,12.16,0.76,6.57,22.14,1.34,1.61,1.98,61.0,Satisfactory
17.37,49.51,3.48,16.94,11.86,11.66,0.37,11.43,18.34,0.1,0.7,0.06,50.0,Good
15.77,44.47,13.35,5.38,13.63,6.2,0.54,15.9,20.96,4.99,2.73,1.79,58.0,Satisfactory
39.26,47.36,12.76,13.75,21.92,6.29,0.71,7.47,16.45,1.77,2.09,2.0,59.0,Satisfactory
107.8,216.85,60.88,68.55,123.03,26.97,1.23,12.15,40.5,22.26,28.74,3.44,254.0,Poor
42.76,130.88,10.57,31.19,26.95,29.5,0.92,9.7,68.57,1.76,12.68,0.59,175.0,Moderate
16.03,37.73,7.11,22.21,16.46,10.4,0.41,3.67,29.77,0.69,4.17,0.04,51.0,Satisfactory
70.51,100.62,17.12,16.18,28.61,2.5,1.2,11.67,33.14,1.96,12.9,1.02,144.0,Moderate
61.79,97.38,10.11,68.61,13.47,34.77,0.37,45.32,50.84,0.03,1.08,0.86,104.0,Moderate
293.49,401.49,105.88,87.47,137.62,56.81,2.54,31.58,114.43,7.99,28.6,1.75,454.0,Severe
133.6,104.98,2.98,0.85,2.7,11.17,1.05,6.64,44.17,1.26,6.9,0.62,185.0,Moderate
372.14,483.87,109.53,64.18,135.0,56.85,3.15,18.49,39.58,8.5,60.79,1.38,492.0,Severe
20.3,34.49,5.7,17.88,21.88,4.83,0.42,1.82,27.06,20.4,47.17,13.54,48.0,Good
13.49,37.83,2.45,7.57,6.12,7.17,0.5,19.01,27.18,0.29,0.78,0.28,70.0,Satisfactory
26.22,81.09,9.46,21.64,9.62,8.4,0.23,4.69,25.05,1.45,6.23,1.63,90.0,Satisfactory
12.2,22.06,3.48,12.34,8.08,12.93,0.38,7.72,13.7,0.07,0.42,0.01,35.0,Good
81.2,136.43,16.96,40.03,38.45,34.17,1.01,14.62,30.01,2.42,27.94,0.08,188.0,Moderate
72.38,133.78,3.52,28.07,17.44,12.72,0.57,11.76,38.45,0.81,4.98,1.41,169.0,Moderate
74.55,141.86,10.9,41.69,29.49,16.45,0.62,13.04,29.76,0.73,4.92,0.08,149.0,Moderate
90.03,183.8,51.29,57.15,105.16,31.22,1.14,11.62,42.51,29.77,42.25,4.94,216.0,Poor
38.13,117.36,4.44,51.56,15.38,25.27,0.13,8.43,44.56,0.08,1.24,0.38,115.0,Moderate
152.16,204.03,66.01,63.15,55.52,44.57,1.05,27.42,35.86,0.83,3.38,0.08,310.0,Very Poor
44.67,76.1,5.16,19.05,24.25,18.77,0.54,9.83,66.03,3.51,6.43,0.8,110.0,Moderate
68.23,152.71,76.75,56.2,132.12,29.46,1.27,12.53,28.53,29.2,40.84,5.08,163.0,Moderate
72.53,138.75,12.63,8.3,20.93,5.09,0.48,5.72,42.48,0.74,2.64,5.5,134.0,Moderate
15.3,41.14,4.16,17.73,12.67,13.6,0.29,8.0,18.6,0.36,2.64,0.21,44.0,Good
43.99,80.57,9.66,37.92,26.85,9.8,0.52,3.92,24.15,2.14,15.35,2.31,74.0,Satisfactory
36.06,65.58,15.31,26.12,27.86,29.36,0.9,10.23,21.53,1.6,28.23,0.08,88.0,Satisfactory
73.42,121.38,52.49,47.99,66.72,14.13,1.74,13.57,21.77,1.2,5.5,0.28,166.0,Moderate
96.6,303.71,29.62,48.72,53.28,37.35,1.32,23.23,50.84,4.68,31.87,1.13,269.0,Poor
27.22,102.81,29.63,32.62,20.68,15.0,0.0,5.88,11.15,2.19,0.28,2.86,124.0,Moderate
25.9,77.68,9.62,4.75,10.27,5.9,0.44,15.09,17.33,4.37,2.27,1.41,72.0,Satisfactory
67.56,102.5,9.75,35.21,12.11,27.89,0.54,25.31,55.35,0.06,1.11,0.16,125.0,Moderate
12.58,32.59,4.27,22.18,14.61,17.89,0.31,9.52,13.12,0.88,3.02,0.34,37.0,Good
65.91,99.88,7.62,21.23,27.43,10.43,1.57,9.83,30.85,1.83,9.55,1.53,148.0,Moderate
10.45,41.47,4.1,11.13,9.34,14.62,0.47,9.94,28.24,0.21,0.09,0.1,39.0,Good
30.22,76.67,10.23,26.45,24.98,33.79,0.93,8.78,31.25,1.65,18.71,0.53,90.0,Satisfactory
41.54,135.18,15.39,9.04,34.52,10.71,0.76,2.93,16.54,9.73,7.6,6.21,137.0,Moderate
38.39,63.99,2.48,15.39,10.2,16.55,0.61,20.0,36.83,0.46,1.14,0.15,77.0,Satisfactory
50.38,79.94,5.56,9.39,13.46,10.42,0.74,7.33,39.71,0.53,3.07,0.16,152.0,Moderate
72.41,144.54,8.91,55.39,36.43,22.16,1.03,11.62,50.17,3.28,21.34,4.23,146.0,Moderate
6.85,13.3,1.61,1.52,1.86,2.44,0.46,13.29,18.07,0.04,0.26,0.1,68.0,Satisfactory
17.26,49.36,8.5,16.95,7.97,4.95,0.21,4.92,33.5,0.39,2.52,0.91,59.0,Satisfactory
117.47,236.63,38.13,19.17,57.3,2.67,2.15,6.8,20.97,12.27,12.24,19.51,304.0,Very Poor
57.94,171.82,23.42,20.66,42.66,12.92,0.0,6.3,24.7,12.43,1.96,9.24,144.0,Moderate
74.08,126.26,12.63,8.34,20.97,5.08,0.53,5.85,42.98,0.97,2.83,5.77,132.0,Moderate
168.87,328.13,37.49,54.04,59.64,37.9,1.55,19.82,47.64,5.99,54.68,1.57,344.0,Very Poor
39.72,103.81,19.66,26.29,30.06,14.03,0.81,9.68,17.53,0.11,2.46,0.17,100.0,Satisfactory
98.84,223.69,10.13,44.05,32.65,39.61,0.99,14.91,55.32,2.88,11.89,0.43,253.0,Poor
61.72,152.57,9.58,27.67,32.62,43.21,0.82,7.51,48.46,2.52,4.69,0.0,160.0,Moderate
205.53,378.23,152.0,78.94,176.98,53.89,3.32,18.31,34.02,10.54,92.77,4.61,396.0,Very Poor
53.28,133.47,12.55,34.25,30.81,27.52,0.82,19.06,42.57,2.1,18.18,0.21,126.0,Moderate
15.29,52.36,13.83,47.47,16.72,14.01,0.1,6.85,20.62,0.02,0.2,0.76,56.0,Satisfactory
36.62,58.14,2.01,10.43,7.18,13.99,0.69,16.57,35.86,0.26,0.79,0.1,58.0,Satisfactory
95.58,163.65,17.4,37.37,2.44,35.36,1.2,12.68,36.4,1.87,3.48,0.12,195.0,Moderate
48.55,108.27,10.24,45.48,9.94,15.37,0.43,19.26,27.61,0.23,3.94,4.6,106.0,Moderate
64.24,201.27,32.04,51.8,57.11,32.83,1.5,16.92,38.34,4.15,27.61,0.25,167.0,Moderate
89.34,161.89,19.34,46.26,42.89,29.95,1.03,18.99,38.02,2.43,22.6,0.92,169.0,Moderate
49.7,87.4,7.51,15.9,12.04,36.33,0.69,15.2,53.97,2.06,2.74,2.7,99.0,Satisfactory
67.11,160.02,18.92,49.05,71.77,4.75,0.61,3.38,14.43,11.24,8.26,6.4,141.0,Moderate
37.31,88.67,4.13,35.51,21.97,17.26,0.62,6.93,45.12,0.76,5.38,0.88,89.0,Satisfactory
74.26,149.7,19.23,43.49,62.55,26.53,0.83,11.73,48.36,27.43,34.84,2.09,146.0,Moderate
137.13,221.46,16.97,9.95,26.71,12.99,0.48,10.68,18.85,2.14,2.49,2.0,254.0,Poor
67.18,105.44,7.91,18.74,5.46,10.7,0.1,10.49,81.47,0.24,0.97,0.06,141.0,Moderate
196.37,308.22,41.29,69.51,64.94,52.67,1.47,23.68,88.38,2.51,5.67,0.09,340.0,Very Poor
53.33,121.47,6.16,17.19,11.64,34.84,0.76,13.83,53.63,2.18,2.75,2.58,114.0,Moderate
109.82,105.67,15.06,19.71,33.18,10.53,1.33,8.84,35.03,1.56,8.24,1.48,205.0,Poor
16.128313587154835,38.438950158938944,3.1482778423054363,8.968576649698107,6.110861480365953,42.54340857053973,0.47468171410794585,11.02082412944187,14.445354833778795,3.409026466861796,0.47220932578233726,1.0896630386459039,33.97003895699877,Good
14.554097459581941,27.099664407528714,1.952509220109523,5.946058171963736,4.773000444126485,9.419267347660611,0.47742120270034727,22.82278752887004,25.936745834071722,0.08312730502738078,0.8398731390991045,0.1446090868715774,37.53909131284226,Good
11.224277744903862,30.35500295865235,2.1981605949906458,12.088810920442405,8.071305046009874,41.705527005240775,0.47484439184618044,9.659433353057683,21.91470492766378,2.773994421432704,0.5271388724519315,1.0919832642981118,39.028332347115885,Good
15.561976867915625,38.45161382064523,18.893516168597348,11.804399172838046,28.34771718245746,12.55579898613989,0.7223287886843093,9.064993649771854,42.862100506930055,1.367595117397606,1.4600760939180848,1.9849619530409577,45.496195304095764,Good
10.317176242389351,26.87548518435688,2.0707405918167763,12.220059404138482,8.038756432920371,39.953829708136354,0.4786772274023966,9.621322772597603,19.631706939583495,2.9480356424830885,0.5540079205517974,1.1300198013794935,35.799603972410125,Good
14.062117134065591,26.91265721919333,3.3799726488798694,9.520813596329045,9.411321771816635,11.071353681456786,0.4235756614828773,9.99088197412937,30.277796254053996,0.5742525022112701,4.054202358491031,0.25428441185142237,42.42844118514223,Good
23.04265503865943,39.93606817177192,2.1250786593388775,11.749102827015786,7.98805745542712,16.99450524378348,0.49653100773188596,19.23549475621652,32.87575353441641,0.10661422710741487,0.8166883264096414,0.23709530321398348,48.42738258034959,Good
19.005778087314177,40.047374152701934,13.476586516836337,9.172439887627252,21.92147808966329,10.696586516836337,0.40610561785435384,6.1963106746280046,14.770016295614504,2.847812359436186,1.0765865168363364,2.8287741574001504,47.073314604542034,Good
9.419452713669498,25.72695643718909,3.487594937908009,11.313972450691654,8.941734923298128,9.368082647925037,0.57793000730494,12.038311608855183,27.970182428776834,0.13155249452129492,2.4640338769233345,0.31767125821805764,42.92237527393525,Good
12.035307894024402,36.007922262205376,2.549788732456789,15.048798995443201,10.037094115089195,8.761533737404104,0.32215907850540715,9.464796648223036,19.339772900924302,0.05107953925270359,0.5694559996094835,0.05755677476892507,44.969156021351324,Good
15.213610124896823,49.57407125101736,19.567140616032585,13.186647636407628,28.787520641757528,11.781699458097393,0.6079484477391102,8.010087716627318,41.58349324905384,1.4599309044136464,1.5482500673572188,2.4068615393984176,48.1784480435958,Good
17.7279452384935,58.722417893227814,6.289298900511363,32.74307308027217,11.709789395320353,28.191122308847923,0.21644596559740276,6.663326972880956,13.446393970556276,0.4676436424918836,2.108549264063314,0.8837585564853905,48.38980847667749,Good
16.668600407648,41.29143001979779,3.3489452364437597,21.849249499209254,14.155314407196146,10.83640973678265,0.2721602434195663,6.4723326578174465,17.001085191002023,0.32721095388048205,2.451348887737254,0.3136916841391808,41.216024341956626,Good
16.753028424529482,36.24931395519134,6.843109482876706,14.166095230444245,20.621180986045328,9.396842741230296,0.37,4.491623855812324,16.47347129429648,11.147242934035347,10.199138148412503,2.461123815644605,47.54142845666366,Good
19.53524975076918,33.77722306867807,9.011442826766475,21.377061819298227,29.78736908185268,10.309472659537352,0.5016723567139714,4.047427910381037,20.399990547960698,23.303081043196617,28.608100746824697,5.0906234599546,48.0,Good
12.233799453684401,36.80006805476085,3.6352658694984563,14.646448922723806,10.11825022159724,9.58880772082949,0.449468261003087,6.227598907368803,20.7817405524576,0.3799742397646632,2.891363374872708,0.26787304401234796,48.263293474922826,Good
10.903692046284672,23.89929501551966,14.109925518529689,16.033413784919237,13.858849713803107,19.718515633100868,0.3834322799890275,11.622114869909158,18.27664178382199,0.28361781540993647,1.8707421416836358,0.20680890770496826,39.56029692349894,Good
15.819015736710703,34.198786966200295,2.791154465935737,9.355119691947055,7.33,12.12011346843096,0.39979428990548227,28.23699597686209,36.05382869716447,0.1607199853308121,1.6463202787145699,0.1692800146691879,48.95885798109645,Good
17.226488139405788,34.081563998705064,2.7742444051124657,13.33191517753346,8.347427708946816,9.021386303942261,0.3556734556975685,4.509185316291781,17.384569607776612,0.1983672784878425,0.9772240380197605,0.06836727848784249,37.7306177209726,Good
17.256786735331428,42.78015457751081,3.8180372695537317,16.26082678771233,10.732211194137811,13.232706696928082,0.3343285020948866,8.766249821925898,17.50445273394066,0.23967978002816476,1.8294216759792152,0.13400828212305144,46.53305726256495,Good
11.438777902014554,21.76951076570991,1.9075630474541772,11.699026799365322,7.655124777921978,31.27804042886688,0.4309758346074301,9.007811286311757,20.707080398095968,2.9182926186835916,0.19951274118947304,1.0202442878984515,33.58536906582043,Good
18.26120149136189,38.60560704313353,6.3502790801494555,18.464584123013836,14.446370336103984,65.58783694109115,0.5490775887875622,9.235796837661887,17.06134527146069,3.93008791400209,2.4224309157721406,0.7144362280580097,47.366034018238814,Good
15.930029046115207,29.31739162927075,7.378527483368892,14.431964091778516,20.609028740554702,5.0132161303374865,0.4107410993347556,1.955967522831655,29.35154776412721,11.125834183105137,6.6812907667125785,4.178440345023269,46.70356026609774,Good
14.874547678697299,40.585103792006116,1.042967064027503,17.93544465347405,10.382689007373097,1.5493829988348151,0.3822757563058118,22.11584831975553,29.582473755532224,0.08710340861467941,0.6729670640275032,0.15710340861467942,43.28965913853206,Good
13.170160916016753,36.16459621503116,2.96725830563338,12.565403500220846,8.780726115311328,38.912983210765745,0.4612903179879356,10.416371131931301,16.08362943756468,3.2308870313280824,2.197097104868635,1.0833064665392094,38.30645230180966,Good
13.77552053435824,24.72933854701587,3.0911100871001853,10.618123776672345,8.253134704339399,10.240357760398245,0.4704302311633329,11.828759921940982,29.59985160608844,0.21015184629294104,3.142201771247645,0.24012653857745087,41.01012308619607,Good
20.06323137183405,38.990125562099934,3.691577547001151,13.984901624756343,10.51649559984689,9.343695288025193,0.6483133189883108,16.203826326154925,28.386785056255345,0.2840938784441886,4.184082926384591,0.24,47.83133189883108,Good
19.874565332605684,31.63519302173885,2.147750928260504,7.714801968476727,5.84242588550614,10.651312547824174,0.46974096775339336,18.23464755108565,26.205452053985457,0.12669240289851322,0.32909589202908873,0.1024806978261151,46.79327518115708,Good
8.29419873238822,24.49508940271977,2.7100593780221036,6.604713341913115,5.7895249758231735,6.076316548509905,0.36281190245934986,24.59722634014226,27.029188500364587,0.3129306585035565,0.599782280585621,0.11425743903709365,32.14059512296749,Good
14.07220353938403,26.341078648535852,1.8254163180793048,5.359577384470126,4.336118593397611,8.749381843209669,0.486688393473384,23.166997471868548,25.56341043435796,0.051354079519826235,0.4347645138777847,0.14858074006002173,37.14192599399783,Good
11.22427106051222,20.509815186014396,3.416574957239704,12.028985615776701,9.026036962797122,30.56606985782557,0.5636098567458988,9.998262807348514,18.445203207164386,2.58751128928691,0.5240246418647472,1.341244355356545,34.159753581352525,Good
18.57901358301421,37.28930019290996,2.0168999356966784,7.717094799848321,5.75508214111847,8.667855770767765,0.5337529336113739,17.93811891177253,30.314654717876767,0.09843823340284348,0.5060450892132696,0.1154156887962087,47.61460778009478,Good
17.175818729481655,46.46261279853162,7.011101420505377,27.439544841534786,19.451694552923783,14.087131075255533,0.2946403933222644,6.463653160737825,11.696025690411446,0.6679724052093613,6.177371344113537,2.9888787578010767,41.92157640066414,Good
18.400756505802764,37.56087360230337,2.513598512656544,15.460542753175224,9.275693309604163,15.609068773736563,0.3464888475737929,5.402308549575158,22.098767660878686,0.32,2.0796022310151843,0.11457806698344984,42.24442378689644,Good
10.258467299353436,26.589236757825905,4.700778338898713,12.07539035350619,10.3077025771083,8.496147083367706,0.5984616750834807,11.893844332220258,27.226917725897007,0.17307724186145498,2.9646188229342645,0.31076916245825964,43.61538916944936,Good
16.8912132314637,38.34703610595818,3.1669843311614074,20.904453863975256,13.506065702653304,13.138908182615708,0.23389947770538028,6.3563085308121225,18.918128378007673,0.25740034819641316,2.720918628508104,0.2509012186874461,41.0,Good
8.845881272069871,25.852285021825388,2.155727009902919,5.6543322138251195,4.777246222555275,11.433893303798179,0.3141127588116497,5.908884350120461,20.260296586096946,0.19451632158446708,0.14773885464852698,0.0958872411883503,31.548367841553294,Good
10.106689019797019,23.066252330424927,5.456007698358845,19.622048926413218,14.394817666058831,14.804985716201587,0.25012955834852924,6.726501924589711,14.24803261760881,0.4397408833029416,1.9577735009117527,0.10220249192499663,34.05182333941168,Good
13.59819216143403,23.694632888580667,7.5485394448149234,17.927045393226457,23.860016748201694,11.356838255132617,0.4814605551850763,3.442663727671227,16.767537250749122,11.541778771017297,8.317212875243415,2.599003965607688,47.39003965607688,Good
13.332021418142377,32.12328619536535,2.2145580373963494,9.6743802397325,6.374055965052756,46.9116405661267,0.42494595422004294,10.09798464581761,16.14956156980036,3.172625518085898,0.23752702288997854,0.9391544602486757,37.036872409570506,Good
