price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,comes_furnished,laundry_options,parking_options
1700,apartment,1200,3,1.0,0,0,0,0,0,no laundry on site,no parking
1300,townhouse,2055,3,2.0,0,0,0,0,0,w/d in unit,attached garage
1119,apartment,897,1,1.0,1,1,1,0,0,w/d hookups,
1250,apartment,800,1,1.0,1,0,0,0,0,laundry on site,off-street parking
795,apartment,1248,3,2.0,1,1,1,0,0,w/d hookups,off-street parking
1395,apartment,1874,3,2.5,0,0,1,0,0,,
1880,apartment,646,1,1.0,1,1,1,0,0,w/d in unit,carport
1350,house,2000,3,2.5,1,0,0,0,0,w/d hookups,off-street parking
1034,apartment,636,1,1.0,1,1,1,0,0,w/d in unit,no parking
746,apartment,550,1,1.0,0,0,1,0,0,,
795,apartment,425,0,1.0,1,1,1,1,0,laundry on site,off-street parking
935,apartment,1050,2,2.0,0,0,0,0,0,w/d in unit,detached garage
1499,apartment,808,1,1.0,1,0,1,0,0,w/d in unit,detached garage
550,house,775,3,1.0,0,0,1,0,0,,
1445,apartment,1143,3,2.0,1,1,1,0,0,laundry on site,carport
1101,apartment,595,1,1.0,1,1,1,0,0,w/d in unit,
800,apartment,1035,2,2.0,1,1,1,0,0,w/d hookups,
800,apartment,900,2,1.5,1,1,0,0,0,laundry in bldg,off-street parking
1050,apartment,912,2,2.0,1,1,0,0,0,w/d in unit,carport
1115,apartment,1039,2,1.0,1,1,1,0,0,laundry on site,off-street parking
875,apartment,875,2,1.0,0,0,0,0,0,laundry on site,
1800,apartment,1160,3,1.5,1,1,1,0,0,laundry in bldg,off-street parking
820,apartment,815,2,1.0,1,1,1,0,0,,
800,apartment,900,2,2.0,0,0,1,0,0,w/d in unit,carport
1288,apartment,850,2,1.0,1,1,1,0,0,laundry on site,off-street parking
2630,apartment,815,0,1.0,1,1,1,0,0,w/d in unit,
1700,apartment,2015,2,2.0,1,0,1,0,0,w/d in unit,attached garage
1210,apartment,1413,3,2.0,1,1,1,0,0,w/d hookups,detached garage
1349,apartment,1155,3,1.5,1,1,1,0,0,w/d in unit,
632,house,2411,4,3.0,1,1,1,0,1,w/d hookups,
950,apartment,1365,3,2.5,1,1,1,0,0,w/d hookups,off-street parking
1000,house,2100,4,1.0,1,1,0,0,0,laundry on site,off-street parking
1169,apartment,983,2,2.0,0,0,1,0,0,,
795,townhouse,1200,3,1.5,1,1,1,0,0,w/d hookups,off-street parking
1100,apartment,990,2,2.0,0,0,1,0,0,,
1075,apartment,539,1,1.0,1,1,0,0,0,laundry on site,carport
775,apartment,723,1,1.0,1,1,1,0,0,w/d in unit,off-street parking
650,apartment,1200,2,2.0,1,1,1,0,0,w/d hookups,off-street parking
835,apartment,866,2,1.0,1,1,1,0,0,laundry on site,off-street parking
1150,apartment,700,1,1.0,0,0,0,0,0,laundry in bldg,off-street parking
700,apartment,650,1,1.0,1,1,0,0,0,laundry on site,off-street parking
850,apartment,700,0,1.0,1,0,1,0,0,laundry in bldg,off-street parking
1280,apartment,929,2,2.0,1,1,1,0,0,w/d hookups,
1061,townhouse,900,2,1.5,1,1,1,0,0,w/d hookups,off-street parking
2065,apartment,1100,2,2.0,1,1,0,1,0,w/d in unit,attached garage
1339,apartment,1020,2,1.0,1,1,1,0,0,,
1295,apartment,1022,2,2.0,1,1,0,0,0,w/d in unit,attached garage
834,apartment,660,1,1.0,1,1,1,0,0,w/d in unit,off-street parking
1141,apartment,865,2,1.0,1,1,1,0,0,,
929,apartment,720,1,1.0,0,0,1,0,0,,
950,apartment,400,0,1.0,1,1,1,0,0,laundry in bldg,off-street parking
1229,apartment,1000,1,1.0,1,0,1,0,0,laundry in bldg,off-street parking
995,apartment,832,2,1.0,1,1,1,0,0,,
1400,house,1400,3,2.0,0,0,0,0,0,w/d hookups,attached garage
979,apartment,1000,2,2.0,1,1,1,0,0,w/d hookups,off-street parking
1200,apartment,1066,2,2.0,0,0,1,0,0,,
974,apartment,602,2,2.0,1,1,1,0,0,laundry on site,street parking
1375,apartment,633,1,1.0,1,1,1,0,0,w/d in unit,
937,apartment,821,1,1.0,1,1,0,0,0,w/d in unit,carport
879,apartment,950,1,1.0,1,1,0,0,0,w/d hookups,carport
689,apartment,771,2,1.0,1,1,1,0,0,laundry on site,off-street parking
1165,apartment,285,0,1.0,0,0,1,0,0,,
2500,apartment,1200,2,2.0,1,1,0,0,1,w/d in unit,off-street parking
900,apartment,710,1,1.0,1,1,1,0,0,laundry on site,off-street parking
1270,apartment,824,1,1.0,1,1,0,0,0,w/d in unit,off-street parking
1585,apartment,1427,3,2.0,1,1,1,0,0,w/d in unit,off-street parking
1000,house,1928,4,2.5,1,1,1,0,0,,
1175,apartment,1093,2,2.0,1,1,0,0,0,w/d hookups,off-street parking
950,condo,1000,2,1.0,0,0,0,0,1,w/d in unit,off-street parking
550,apartment,660,1,1.0,1,1,1,0,0,laundry on site,
875,apartment,740,1,1.0,1,1,1,1,1,w/d hookups,off-street parking
975,apartment,800,1,1.0,0,0,1,0,0,,
850,apartment,650,1,1.0,1,1,1,0,0,,
1160,apartment,960,2,2.0,1,1,1,0,0,,
1553,apartment,1031,2,2.0,1,1,0,0,0,w/d in unit,detached garage
1399,apartment,700,1,1.0,1,1,0,0,0,w/d in unit,off-street parking
590,apartment,1160,3,3.0,1,1,1,0,0,w/d in unit,off-street parking
1117,apartment,976,2,2.0,1,1,1,0,0,w/d in unit,off-street parking
475,house,1590,3,1.0,1,1,1,0,0,w/d in unit,attached garage
805,apartment,850,1,1.0,1,1,1,0,0,laundry in bldg,street parking
559,apartment,759,1,1.0,1,1,1,0,0,laundry on site,off-street parking
1649,apartment,915,2,2.0,1,1,0,0,0,w/d in unit,off-street parking
1250,apartment,866,2,1.0,1,1,0,0,0,laundry on site,off-street parking
2530,apartment,1084,2,2.0,1,1,1,0,0,w/d in unit,carport
670,apartment,638,1,1.0,1,1,0,0,0,w/d hookups,off-street parking
599,apartment,896,1,1.0,1,1,0,1,1,w/d in unit,
709,flat,814,2,1.0,1,1,1,0,0,laundry on site,off-street parking
805,apartment,550,1,1.0,1,1,1,0,0,laundry on site,
600,apartment,640,1,1.0,1,1,1,0,0,,
2250,apartment,2739,4,2.5,1,1,0,0,0,w/d hookups,attached garage
735,townhouse,900,2,1.0,1,1,1,0,0,w/d hookups,
1570,apartment,747,1,1.0,0,0,1,0,0,,
718,apartment,927,2,2.0,1,1,0,0,0,w/d in unit,off-street parking
1205,apartment,962,2,2.0,1,1,1,0,0,w/d in unit,
795,apartment,850,1,1.0,1,1,1,0,0,,
1544,apartment,1043,2,2.0,1,1,0,0,0,w/d in unit,off-street parking
1430,apartment,880,2,1.0,1,1,1,0,0,laundry on site,off-street parking
1019,apartment,850,1,1.0,1,1,1,0,0,w/d hookups,off-street parking
1271,apartment,1056,2,2.0,1,1,1,0,0,w/d in unit,attached garage
823,apartment,1015,2,1.5,0,0,1,0,0,,
630,house,1506,3,2.0,1,1,1,0,0,,
1500,house,1500,3,2.0,0,0,0,0,0,w/d hookups,attached garage
1673,apartment,1009,1,1.5,1,1,1,0,0,w/d in unit,
1195,apartment,1320,3,2.0,1,1,1,0,0,w/d in unit,attached garage
625,apartment,662,1,1.0,1,1,1,0,0,,
700,manufactured,1100,2,1.0,0,0,0,0,0,w/d hookups,
1036,apartment,898,2,2.0,1,1,0,0,0,w/d hookups,carport
1250,duplex,850,2,1.0,0,0,0,0,0,laundry on site,
1036,apartment,1005,2,2.0,0,0,1,0,0,,
734,apartment,960,2,1.0,1,1,1,0,0,laundry on site,off-street parking
2240,apartment,1025,3,2.0,0,0,1,0,0,,
1350,house,1354,3,1.5,1,1,0,0,0,w/d in unit,attached garage
1899,apartment,1152,3,2.0,1,1,1,0,0,w/d in unit,
2160,apartment,1385,3,2.0,1,1,1,0,1,w/d in unit,off-street parking
965,apartment,472,0,1.0,1,0,1,0,0,w/d in unit,street parking
1104,apartment,847,2,1.0,1,0,0,0,0,laundry on site,off-street parking
825,apartment,670,1,1.0,1,1,0,1,0,laundry on site,off-street parking
975,apartment,982,2,1.0,1,1,1,0,0,w/d in unit,
900,house,1350,2,2.0,1,1,1,1,0,,
1190,apartment,1160,3,2.0,1,1,0,1,0,w/d hookups,off-street parking
1475,apartment,1066,2,2.0,1,1,0,0,0,w/d in unit,
2799,apartment,1989,3,2.0,1,1,0,1,0,w/d in unit,attached garage
995,apartment,678,1,1.0,0,0,1,0,0,,
995,apartment,886,2,1.0,0,0,0,0,0,laundry on site,carport
921,apartment,990,2,2.0,1,1,1,0,0,w/d in unit,no parking
1600,apartment,1357,3,2.0,1,1,1,0,0,w/d in unit,
990,apartment,1157,2,2.0,1,1,1,1,0,w/d hookups,
759,manufactured,1056,3,2.0,1,1,1,0,0,w/d hookups,off-street parking
599,apartment,752,1,1.0,1,1,1,1,0,laundry on site,off-street parking
666,apartment,700,1,1.0,1,1,1,0,0,w/d hookups,carport
1900,apartment,1010,2,1.0,1,1,1,0,0,w/d in unit,off-street parking
1969,apartment,1584,2,2.0,1,1,1,1,0,w/d in unit,street parking
1925,apartment,1278,3,2.0,1,0,0,0,0,w/d in unit,off-street parking
849,apartment,939,2,1.0,1,1,1,0,0,w/d in unit,off-street parking
1106,apartment,1042,2,2.0,1,1,1,0,0,w/d hookups,detached garage
1835,apartment,1315,2,2.0,0,0,1,0,0,,
955,apartment,953,2,2.0,1,1,1,0,0,,
715,apartment,1000,2,2.0,1,1,1,0,0,,
2595,apartment,1144,2,2.0,1,1,0,0,0,w/d in unit,attached garage
1999,apartment,1080,3,2.0,1,1,1,0,0,w/d in unit,
1345,apartment,1127,2,2.0,1,0,0,0,0,w/d in unit,off-street parking
1800,apartment,665,1,1.0,1,0,1,0,0,w/d in unit,
1075,apartment,796,1,1.0,1,1,0,0,0,w/d hookups,
1908,apartment,764,1,0.0,1,1,1,0,0,,
1210,apartment,1380,3,2.0,1,1,0,0,0,w/d in unit,off-street parking
1810,apartment,835,1,1.0,0,0,1,0,0,,
2183,apartment,1218,2,0.0,1,1,1,0,0,,
803,apartment,372,0,1.0,1,1,0,0,1,,
1276,apartment,1193,2,2.0,1,1,1,0,0,,
1004,apartment,1350,4,2.0,1,1,1,0,0,w/d hookups,
1645,apartment,780,1,1.0,0,0,1,0,0,,
1100,house,1000,2,2.0,0,0,0,0,0,w/d hookups,attached garage
890,apartment,658,1,1.0,1,1,1,0,0,w/d hookups,detached garage
795,apartment,830,2,1.0,1,1,1,0,0,laundry on site,street parking
806,house,1558,4,2.0,0,0,1,0,0,,
1200,house,700,2,1.0,0,0,1,0,0,laundry on site,off-street parking
920,apartment,775,1,1.0,1,1,1,0,0,laundry on site,off-street parking
740,apartment,700,1,1.0,1,1,1,0,0,laundry in bldg,off-street parking
1345,apartment,1186,2,2.0,1,1,0,0,0,w/d in unit,attached garage
1300,apartment,996,2,2.0,0,0,0,0,0,w/d hookups,attached garage
1318,apartment,647,1,1.0,1,1,0,0,0,w/d in unit,attached garage
829,apartment,986,2,2.0,1,1,1,0,0,w/d hookups,
1350,apartment,1350,3,2.5,1,1,1,0,0,w/d hookups,off-street parking
1430,apartment,1150,2,2.0,1,1,1,0,0,w/d in unit,off-street parking
1260,apartment,1056,2,2.0,1,1,1,1,0,w/d in unit,carport
869,apartment,998,2,1.0,1,1,1,0,0,laundry in bldg,off-street parking
841,apartment,860,2,1.0,1,1,0,0,0,w/d in unit,carport
858,apartment,997,2,1.0,1,1,0,1,0,w/d in unit,attached garage
600,apartment,837,1,1.0,0,0,1,0,0,w/d hookups,off-street parking
1005,apartment,1132,2,2.0,1,1,1,0,0,w/d hookups,detached garage
375,apartment,1115,4,2.0,1,1,1,0,1,w/d in unit,
1500,condo,900,2,2.5,1,1,1,1,0,w/d in unit,attached garage
1195,apartment,1200,3,2.0,0,0,0,0,0,w/d in unit,carport
1887,apartment,996,2,2.0,1,1,1,0,0,,
594,apartment,984,2,1.0,1,1,1,0,0,w/d hookups,
685,apartment,1780,3,1.0,1,1,0,0,0,,
1260,apartment,830,1,1.0,1,1,0,0,0,laundry in bldg,detached garage
889,apartment,915,2,1.0,1,1,1,0,1,w/d in unit,
595,apartment,685,1,1.0,0,0,1,0,0,,
711,apartment,650,1,1.0,1,1,1,0,0,w/d hookups,carport
765,apartment,900,2,1.0,1,1,0,0,0,w/d in unit,off-street parking
1755,apartment,987,1,1.0,1,1,1,1,0,w/d in unit,detached garage
1027,apartment,1014,2,2.0,1,1,1,0,0,,
1220,townhouse,985,2,1.5,0,0,1,0,0,w/d in unit,
826,apartment,1286,4,2.0,0,0,1,0,0,w/d hookups,
899,apartment,500,1,1.0,1,0,1,0,0,laundry on site,off-street parking
830,apartment,608,1,1.0,1,1,1,0,0,w/d in unit,off-street parking
1500,house,2000,3,2.0,1,1,1,0,0,w/d in unit,detached garage
1185,apartment,798,1,1.0,1,1,1,0,0,w/d in unit,carport
1000,apartment,900,2,1.0,0,0,1,0,0,w/d hookups,carport
1199,apartment,695,1,1.0,1,1,1,0,0,laundry on site,off-street parking
841,apartment,1023,2,2.0,1,1,1,0,0,w/d hookups,
1579,apartment,670,1,1.0,1,1,0,1,1,w/d in unit,attached garage
741,apartment,520,1,1.0,1,1,1,0,0,w/d in unit,off-street parking
1085,apartment,1080,3,2.0,1,1,1,0,0,w/d in unit,
1275,apartment,536,1,1.0,1,0,0,0,0,laundry in bldg,off-street parking
1366,apartment,890,2,1.5,0,0,1,0,0,w/d in unit,
734,apartment,640,1,1.0,1,1,1,0,0,,off-street parking
650,in-law,300,1,1.0,1,1,1,0,0,,off-street parking
1870,apartment,650,1,1.0,1,0,0,0,0,laundry on site,
2245,apartment,629,1,1.0,1,0,1,0,0,laundry in bldg,attached garage
1899,apartment,1488,3,3.0,1,1,1,0,1,w/d in unit,off-street parking
1357,apartment,1069,2,2.0,0,0,1,0,0,,
1224,apartment,1155,3,2.0,1,1,1,0,0,w/d hookups,
970,apartment,1488,3,2.5,0,0,1,0,0,,
1095,townhouse,1370,3,3.0,1,1,0,0,0,w/d hookups,attached garage
1850,house,2880,3,2.5,0,0,0,0,0,w/d in unit,attached garage
660,apartment,624,2,1.0,0,0,1,0,0,w/d hookups,off-street parking
790,apartment,585,1,1.0,1,1,0,0,0,laundry in bldg,off-street parking
820,apartment,1000,3,1.0,0,0,1,0,0,w/d hookups,off-street parking
880,apartment,858,2,1.0,1,1,1,0,0,laundry on site,carport
1304,apartment,704,1,1.0,0,0,1,0,0,,
793,apartment,905,2,2.0,1,1,1,0,0,w/d hookups,carport
699,apartment,830,1,1.0,0,0,1,0,0,,
699,apartment,550,0,1.0,1,1,1,0,0,laundry on site,off-street parking
1760,duplex,1170,3,2.0,1,1,1,0,0,w/d hookups,carport
948,apartment,900,2,1.0,0,0,1,0,0,w/d in unit,off-street parking
1350,apartment,950,2,1.0,1,1,1,0,0,laundry in bldg,off-street parking
1030,apartment,931,2,2.0,1,1,0,0,0,w/d in unit,off-street parking
956,apartment,1220,3,1.5,1,1,1,0,0,w/d hookups,off-street parking
1065,apartment,1200,3,2.0,1,1,1,0,0,,
835,apartment,958,2,2.0,0,0,0,0,0,w/d in unit,
2000,condo,800,2,1.0,1,1,1,0,0,w/d hookups,off-street parking
1200,apartment,600,1,1.0,1,0,0,0,0,no laundry on site,
1127,apartment,900,2,1.0,1,1,1,0,0,laundry on site,
1385,apartment,800,1,1.0,1,0,0,0,0,w/d in unit,off-street parking
1115,apartment,879,2,1.0,1,1,0,0,0,,
1150,apartment,711,1,1.0,0,0,0,0,1,w/d in unit,carport
2200,apartment,1062,2,2.0,1,1,0,1,0,w/d in unit,street parking
600,apartment,480,0,1.0,1,1,1,0,0,laundry on site,street parking
759,apartment,720,1,1.0,1,1,1,0,1,laundry on site,
2300,apartment,1772,4,2.0,1,1,1,0,0,w/d in unit,off-street parking
1000,apartment,910,1,1.0,1,1,1,0,0,w/d in unit,
1419,apartment,736,1,1.0,1,1,0,0,0,laundry on site,
565,apartment,650,1,1.0,0,0,1,0,0,laundry on site,off-street parking
1395,apartment,740,1,1.0,1,1,0,1,0,w/d in unit,attached garage
925,townhouse,850,2,1.0,1,1,1,0,0,w/d hookups,
795,house,988,3,1.0,1,1,1,0,0,w/d hookups,off-street parking
1155,apartment,1160,2,2.0,1,1,1,0,0,w/d in unit,off-street parking
1450,house,1588,3,1.5,0,0,0,0,0,w/d in unit,attached garage
800,apartment,750,2,1.0,1,1,1,0,0,laundry in bldg,
979,apartment,1100,2,2.0,1,1,1,0,0,laundry on site,carport
535,apartment,520,0,1.0,1,1,1,0,0,,
850,duplex,700,2,1.0,0,0,1,0,0,no laundry on site,carport
695,condo,1027,2,1.5,0,0,1,0,0,w/d in unit,carport
1418,apartment,973,2,2.0,1,1,1,0,0,w/d in unit,
1250,apartment,750,2,1.0,1,1,1,0,0,laundry on site,off-street parking
995,apartment,940,1,1.0,1,1,1,0,0,,
1500,apartment,650,0,1.0,0,0,0,0,0,no laundry on site,off-street parking
1649,apartment,840,1,1.0,0,0,1,0,0,,
1018,apartment,816,2,1.0,1,1,1,0,0,laundry on site,off-street parking
850,apartment,840,2,1.0,1,1,1,0,0,laundry in bldg,off-street parking
775,apartment,1100,3,2.0,0,0,0,0,0,w/d hookups,
1070,apartment,1128,2,1.0,1,1,1,0,0,laundry on site,
749,apartment,869,1,1.0,1,1,0,1,0,w/d in unit,off-street parking
1600,apartment,600,1,1.0,0,0,1,0,0,w/d in unit,street parking
1195,apartment,1045,2,2.0,1,1,1,0,0,w/d in unit,carport
500,apartment,520,1,1.0,0,0,1,0,0,w/d in unit,off-street parking
1615,apartment,1354,3,2.0,1,1,0,1,1,w/d in unit,detached garage
799,apartment,841,1,1.0,1,1,1,0,0,laundry on site,
1145,apartment,1572,3,2.0,1,1,1,0,0,laundry on site,street parking
700,manufactured,900,2,1.0,0,0,1,0,0,,off-street parking
1847,apartment,740,1,1.0,1,1,0,0,0,laundry on site,carport
1077,apartment,956,2,1.0,0,0,1,0,0,,
2322,apartment,774,1,1.0,1,1,1,0,0,w/d in unit,attached garage
680,apartment,828,2,2.0,1,1,1,0,0,laundry on site,
1650,house,1476,3,2.0,0,0,1,0,0,w/d hookups,off-street parking
2300,apartment,1070,2,2.0,1,1,1,0,0,w/d in unit,attached garage
1055,apartment,964,2,1.0,1,0,1,0,0,laundry in bldg,
800,condo,860,2,1.0,1,1,0,0,0,laundry on site,off-street parking
1095,apartment,1056,2,2.0,1,1,1,0,0,w/d hookups,off-street parking
995,townhouse,1500,3,1.5,0,0,0,0,0,w/d in unit,attached garage
1535,apartment,1267,3,2.0,0,0,1,0,0,,
973,apartment,888,1,0.0,1,1,1,0,0,,
697,apartment,700,1,1.0,1,1,1,0,0,,
1465,apartment,1250,3,2.0,1,1,1,0,0,w/d in unit,detached garage
1169,apartment,983,2,2.0,1,1,0,0,0,w/d in unit,
1310,apartment,1000,2,1.0,1,1,1,0,0,w/d hookups,carport
899,apartment,976,2,2.0,0,1,1,0,0,w/d in unit,attached garage
855,apartment,550,1,1.0,1,1,1,0,0,w/d in unit,off-street parking
1800,house,2300,2,1.0,0,0,0,0,1,w/d in unit,attached garage
771,apartment,1300,3,2.0,1,1,1,0,0,w/d hookups,off-street parking
920,apartment,960,2,2.0,0,0,0,0,0,w/d in unit,detached garage
1353,apartment,1590,3,2.0,0,0,1,0,0,,
1375,apartment,1217,2,2.0,0,0,1,0,0,,
730,apartment,750,2,1.0,1,1,1,0,0,laundry in bldg,off-street parking
1595,apartment,740,2,2.0,0,0,0,0,1,w/d in unit,carport
650,apartment,750,2,1.0,1,0,0,0,0,w/d in unit,off-street parking
880,apartment,812,2,0.0,0,0,1,0,0,,
1100,apartment,1370,3,3.0,1,1,0,1,1,w/d hookups,
755,apartment,810,1,1.0,1,1,0,0,0,w/d in unit,detached garage
715,apartment,720,1,1.0,1,1,1,0,0,laundry in bldg,detached garage
615,apartment,364,0,1.0,1,1,0,1,1,laundry on site,
1700,apartment,820,1,1.0,0,0,0,0,0,w/d in unit,detached garage
899,apartment,1132,2,1.0,1,1,1,0,0,w/d hookups,off-street parking
815,apartment,862,2,2.0,0,0,1,0,0,,
940,apartment,726,1,1.0,1,1,1,0,0,,off-street parking
1553,apartment,759,1,1.0,1,1,1,1,0,w/d in unit,attached garage
1823,apartment,992,2,2.0,1,1,1,0,0,w/d in unit,
560,house,640,2,1.0,0,0,1,0,0,,
675,apartment,650,1,1.0,1,1,0,0,0,laundry on site,off-street parking
1199,apartment,538,1,1.0,1,1,1,0,0,w/d in unit,off-street parking
1899,apartment,1078,2,1.0,1,1,1,0,0,,off-street parking
1275,apartment,955,1,1.0,1,1,1,0,0,w/d in unit,attached garage
1485,apartment,850,3,1.0,0,0,0,0,1,w/d in unit,off-street parking
299,townhouse,1203,3,2.0,0,0,1,0,0,laundry on site,
875,apartment,1488,3,2.5,0,0,1,0,0,,
1500,apartment,824,1,1.0,1,1,1,0,0,w/d in unit,attached garage
880,apartment,1102,2,1.0,1,1,1,0,0,w/d hookups,off-street parking
780,apartment,630,1,1.0,1,1,1,0,0,,
1640,house,1597,3,2.0,1,1,1,0,0,w/d hookups,attached garage
891,apartment,418,0,1.0,1,1,1,0,0,w/d in unit,carport
535,apartment,525,1,1.0,1,1,1,0,0,laundry in bldg,off-street parking
1501,apartment,1362,3,2.0,1,1,1,0,0,w/d in unit,no parking
1190,apartment,960,1,1.0,1,1,1,0,0,w/d hookups,
500,apartment,900,2,1.0,0,0,1,0,0,laundry on site,
1421,apartment,1698,3,2.5,1,1,1,0,0,,off-street parking
960,apartment,750,2,2.0,1,1,0,1,0,w/d hookups,carport
565,apartment,450,0,1.0,1,1,1,0,0,,off-street parking
1395,duplex,1600,2,1.0,0,1,0,0,0,w/d in unit,carport
800,apartment,800,2,1.5,1,1,1,1,0,laundry in bldg,off-street parking
1136,apartment,934,1,1.0,0,0,1,0,0,,
525,manufactured,800,2,1.0,1,1,1,0,0,w/d hookups,off-street parking
1769,apartment,980,2,2.0,0,0,1,0,0,,
1299,apartment,815,1,1.0,1,1,1,0,0,w/d hookups,
1368,apartment,1225,3,2.0,1,1,1,0,0,w/d in unit,off-street parking
1143,apartment,725,2,1.0,0,0,1,0,0,laundry on site,off-street parking
1144,apartment,735,2,1.0,1,1,0,0,0,laundry on site,off-street parking
1505,apartment,1357,3,2.0,1,1,1,1,0,w/d in unit,off-street parking
1275,apartment,1041,2,2.0,1,1,0,0,0,w/d in unit,carport
1625,apartment,1015,2,2.0,1,1,1,0,0,laundry on site,
1780,apartment,700,1,1.0,1,1,1,0,0,laundry on site,carport
500,house,875,2,1.0,0,0,1,0,0,,
895,apartment,1216,2,2.0,1,1,0,0,0,w/d in unit,detached garage
815,apartment,862,2,2.0,0,0,1,0,0,,
695,apartment,623,1,1.0,1,1,0,0,0,w/d hookups,off-street parking
450,apartment,800,2,1.0,0,0,1,0,0,laundry on site,off-street parking
1310,apartment,920,2,2.0,1,1,0,0,0,w/d in unit,
1314,apartment,830,2,1.0,1,1,1,0,0,w/d hookups,carport
566,apartment,372,1,1.0,1,1,1,0,0,laundry on site,off-street parking
1655,apartment,1230,2,1.0,1,1,1,0,0,laundry on site,off-street parking
1178,apartment,742,1,1.0,1,1,1,0,0,w/d hookups,
785,apartment,1065,2,1.0,1,1,1,0,0,laundry on site,off-street parking
1567,apartment,1188,2,2.0,1,1,0,0,0,w/d in unit,off-street parking
1150,house,1588,5,2.5,1,0,1,0,0,,
995,apartment,949,2,2.0,0,0,1,0,0,,
825,apartment,1275,3,2.0,0,0,1,0,0,,
995,apartment,865,2,1.0,0,0,1,0,0,laundry on site,off-street parking
950,apartment,1188,3,2.0,1,1,1,0,0,w/d in unit,off-street parking
1237,apartment,620,1,1.0,1,1,1,0,0,laundry on site,carport
1079,apartment,1008,2,2.0,0,0,1,0,0,,
1250,townhouse,1075,2,1.5,0,0,1,0,0,w/d in unit,carport
1299,apartment,1309,3,2.5,1,1,1,0,0,w/d hookups,
1650,apartment,1412,2,2.0,1,1,0,0,0,w/d in unit,detached garage
975,apartment,1094,4,2.0,0,0,1,0,0,w/d in unit,off-street parking
1300,apartment,870,2,1.0,0,0,0,0,1,w/d in unit,off-street parking
450,house,1008,2,1.0,0,1,1,0,0,w/d in unit,attached garage
1550,apartment,888,2,2.0,1,1,1,0,0,laundry on site,carport
1481,condo,1481,2,2.0,1,1,0,0,0,w/d hookups,attached garage
1175,apartment,766,1,1.0,1,1,0,0,0,w/d in unit,
1225,apartment,785,3,1.0,1,1,1,0,0,laundry on site,off-street parking
1350,apartment,975,2,2.0,1,0,0,0,0,w/d hookups,carport
1330,apartment,870,2,1.0,1,1,1,0,0,,
748,apartment,768,2,1.0,1,1,1,0,0,laundry on site,off-street parking
1270,apartment,705,1,1.0,1,1,1,0,0,,
795,apartment,504,0,1.0,0,0,1,0,0,,
680,apartment,872,2,2.0,1,1,1,0,0,laundry on site,off-street parking
1075,apartment,980,2,2.0,1,1,0,1,0,w/d hookups,carport
1200,apartment,736,1,1.5,1,1,1,0,0,,
1093,apartment,300,1,1.0,1,1,0,1,1,laundry on site,off-street parking
1169,apartment,1048,2,2.0,1,1,1,1,0,w/d in unit,off-street parking
1570,apartment,1029,2,2.0,1,1,0,1,0,w/d in unit,attached garage
1540,apartment,900,2,1.0,0,0,1,0,0,laundry in bldg,street parking
1200,apartment,750,1,1.0,0,0,1,0,0,,
1222,apartment,892,2,2.0,1,1,1,0,0,w/d in unit,off-street parking
1430,cottage/cabin,1475,3,2.0,0,0,1,0,0,,attached garage
2007,apartment,650,1,1.0,1,1,0,1,1,w/d in unit,off-street parking
1216,apartment,550,0,1.0,1,1,0,1,0,w/d in unit,attached garage
715,duplex,1150,2,2.0,0,0,1,0,0,w/d in unit,
975,apartment,1004,2,1.0,1,1,1,0,0,w/d hookups,carport
1875,apartment,1200,2,1.0,0,0,1,0,0,laundry in bldg,off-street parking
1100,apartment,878,2,1.0,1,1,0,0,0,w/d hookups,
695,apartment,659,1,1.0,1,1,1,0,0,w/d in unit,off-street parking
1150,apartment,611,1,1.0,1,1,1,0,0,w/d in unit,
675,apartment,900,2,2.0,1,1,1,0,0,w/d hookups,
530,loft,626,1,1.0,1,1,0,1,0,w/d in unit,off-street parking
890,apartment,960,2,1.0,1,1,1,0,0,laundry in bldg,off-street parking
630,apartment,680,2,1.0,1,1,1,0,0,laundry on site,
1169,apartment,983,2,2.0,1,1,0,0,0,w/d in unit,
954,apartment,625,1,1.0,1,1,1,0,0,w/d in unit,off-street parking
1519,apartment,1175,2,2.0,1,1,0,0,0,w/d hookups,off-street parking
750,apartment,725,2,1.5,1,1,0,0,0,laundry on site,off-street parking
1302,apartment,1161,2,2.0,0,0,1,0,0,,
1750,apartment,1094,2,2.0,1,1,0,0,0,w/d in unit,off-street parking
1260,apartment,1096,2,2.0,0,0,1,0,0,,
815,apartment,819,2,1.0,1,1,1,0,0,laundry on site,
1717,apartment,650,1,1.0,1,1,1,0,0,,
2195,apartment,700,1,1.0,1,0,1,0,0,laundry on site,attached garage
905,townhouse,1196,3,2.5,1,1,1,0,0,w/d hookups,street parking
643,apartment,675,1,1.0,1,1,1,0,0,,no parking
809,apartment,630,1,1.0,1,1,1,0,0,laundry on site,off-street parking
1195,apartment,760,1,1.0,1,1,1,0,0,w/d in unit,attached garage
515,apartment,45,3,3.0,1,1,0,0,1,w/d in unit,street parking
570,apartment,1510,4,4.0,1,1,1,0,0,w/d in unit,off-street parking
389,apartment,1107,4,2.0,1,1,0,0,1,w/d in unit,carport
1022,apartment,1172,2,2.0,1,1,1,1,0,laundry on site,
1295,apartment,900,2,2.0,1,1,1,0,0,w/d in unit,detached garage
1675,apartment,1111,2,2.0,1,1,0,0,0,w/d in unit,off-street parking
