price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,comes_furnished,laundry_options,parking_options
921,apartment,870,2,1.5,1,1,1,0,0,w/d hookups,off-street parking
1562,apartment,929,1,1.0,1,1,1,0,0,w/d in unit,
1075,townhouse,960,2,1.5,1,1,0,0,0,w/d in unit,off-street parking
615,apartment,364,0,1.0,1,1,0,1,1,laundry on site,
1175,apartment,750,1,1.0,0,0,1,0,0,,
1500,apartment,1148,3,2.0,1,1,0,0,0,w/d hookups,attached garage
2339,apartment,1381,2,2.0,1,1,1,0,0,w/d hookups,
900,apartment,1341,3,2.0,0,0,1,0,0,,
1120,apartment,682,1,1.0,1,1,1,0,0,w/d in unit,
864,apartment,1258,3,2.0,1,1,1,0,0,w/d hookups,off-street parking
450,apartment,700,1,1.0,0,0,0,0,0,w/d hookups,off-street parking
1010,apartment,1100,2,2.0,1,1,1,0,0,laundry on site,off-street parking
1235,apartment,1170,2,2.0,1,1,0,0,0,w/d in unit,off-street parking
2550,apartment,765,1,1.0,1,1,1,0,0,,
1105,apartment,445,0,1.0,1,1,1,0,0,,
890,apartment,950,2,2.0,1,1,1,0,0,laundry in bldg,off-street parking
1731,apartment,909,1,1.0,1,1,1,0,0,w/d in unit,attached garage
1555,apartment,1087,2,2.0,1,1,0,0,0,w/d in unit,detached garage
595,apartment,640,1,1.0,1,1,1,0,0,laundry in bldg,off-street parking
628,apartment,750,2,1.0,1,1,1,0,0,laundry in bldg,
755,apartment,829,2,2.0,1,1,1,0,1,w/d in unit,
780,apartment,912,2,1.5,1,1,1,0,0,,
629,apartment,950,2,2.0,1,1,1,0,0,w/d hookups,
775,apartment,832,2,1.0,1,1,0,0,0,laundry in bldg,off-street parking
675,apartment,890,2,1.0,1,1,1,0,0,laundry on site,off-street parking
650,apartment,735,1,1.0,1,1,1,0,0,laundry on site,
1699,apartment,1050,2,1.0,1,1,1,0,0,w/d in unit,off-street parking
1149,apartment,1093,2,2.5,1,1,1,0,0,w/d hookups,
620,apartment,575,1,1.0,1,1,1,0,0,laundry in bldg,off-street parking
1521,apartment,504,0,1.0,1,1,1,0,0,w/d in unit,
1640,apartment,559,1,1.0,1,1,0,1,0,w/d in unit,detached garage
895,townhouse,1004,2,1.5,0,0,0,0,0,w/d in unit,attached garage
1300,house,1775,4,2.0,0,0,1,0,0,w/d hookups,attached garage
575,apartment,575,0,1.0,0,0,1,0,0,,
2440,apartment,1466,2,2.0,1,1,1,0,0,,
830,apartment,1031,3,2.0,1,1,1,0,0,w/d hookups,street parking
990,apartment,1000,2,2.0,1,1,1,0,0,,
535,apartment,850,2,1.0,1,1,1,0,0,no laundry on site,off-street parking
1350,apartment,1032,2,1.0,0,0,1,0,0,w/d in unit,off-street parking
1175,apartment,704,2,1.0,1,1,1,0,0,w/d in unit,off-street parking
987,apartment,957,2,1.0,1,1,0,0,0,w/d hookups,off-street parking
974,townhouse,1196,3,2.5,1,1,1,0,0,w/d in unit,off-street parking
1125,apartment,461,0,1.0,1,1,0,0,0,w/d in unit,off-street parking
2650,apartment,1700,2,2.0,0,0,1,0,0,w/d in unit,detached garage
1502,apartment,736,1,1.0,1,1,1,0,0,,
575,apartment,570,1,1.0,1,1,1,0,0,laundry on site,carport
756,apartment,1006,2,2.0,1,1,1,0,0,,
977,apartment,1000,2,1.0,1,1,1,0,0,w/d hookups,off-street parking
650,house,1205,3,2.0,1,1,1,0,0,,
1740,apartment,708,1,1.0,1,1,1,0,0,laundry on site,carport
599,apartment,846,2,2.0,1,1,0,0,0,w/d in unit,off-street parking
699,apartment,925,2,1.0,1,1,1,0,0,laundry on site,
885,apartment,850,1,1.0,1,1,1,0,0,w/d hookups,off-street parking
1095,apartment,1135,3,2.0,0,0,1,0,0,,
1150,apartment,1200,2,1.0,1,0,0,1,0,w/d in unit,attached garage
699,apartment,670,1,1.0,1,1,1,0,0,w/d in unit,
1550,apartment,1500,3,2.5,1,1,0,0,0,laundry on site,off-street parking
1290,apartment,966,2,2.0,1,1,1,0,0,w/d in unit,
833,apartment,1265,2,2.0,1,1,1,0,0,w/d hookups,off-street parking
535,apartment,520,0,1.0,1,1,1,0,0,,
1750,apartment,751,1,1.0,1,1,1,0,0,w/d in unit,
1284,cottage/cabin,250,0,1.0,1,1,0,0,0,no laundry on site,off-street parking
875,apartment,852,2,1.0,1,1,1,0,0,w/d hookups,off-street parking
1270,apartment,764,1,1.0,1,1,1,0,0,w/d in unit,
595,apartment,550,1,1.0,0,0,1,0,0,,
982,apartment,1596,3,2.0,1,1,0,0,0,w/d hookups,off-street parking
790,apartment,784,2,1.0,1,1,1,0,0,w/d hookups,off-street parking
950,apartment,1080,2,1.5,1,1,1,0,0,w/d hookups,attached garage
1700,house,2160,4,2.5,1,1,1,0,0,w/d hookups,attached garage
1400,condo,990,2,2.0,0,0,0,0,1,w/d in unit,off-street parking
950,house,1000,3,2.0,1,1,1,0,0,w/d in unit,attached garage
689,apartment,771,2,1.0,1,1,1,0,0,laundry on site,off-street parking
2308,apartment,1277,3,2.0,1,1,1,0,0,w/d in unit,detached garage
875,apartment,1341,3,2.0,0,0,1,0,0,,
640,apartment,567,1,1.0,1,1,0,0,0,laundry on site,
879,manufactured,1056,3,2.0,1,1,1,0,0,w/d hookups,off-street parking
2995,house,2500,3,3.0,0,0,0,0,0,w/d in unit,attached garage
945,apartment,931,2,2.0,1,1,1,0,0,w/d hookups,carport
864,apartment,1070,3,1.5,1,1,1,0,0,laundry on site,off-street parking
900,apartment,1500,2,1.0,0,0,1,0,0,w/d in unit,detached garage
1773,apartment,1285,2,2.5,0,0,1,0,0,,
900,apartment,1135,2,1.0,1,1,0,0,0,w/d hookups,street parking
2495,apartment,1081,2,2.0,1,1,1,0,0,w/d in unit,detached garage
1500,townhouse,1050,2,1.5,0,0,0,1,1,w/d in unit,off-street parking
895,apartment,717,2,1.0,1,1,0,1,0,w/d in unit,off-street parking
800,apartment,725,2,1.5,1,1,0,0,0,laundry on site,off-street parking
1310,apartment,870,2,1.0,1,1,1,0,0,,
1350,apartment,721,1,1.0,1,1,1,0,0,,no parking
1520,apartment,723,1,1.0,0,0,1,0,0,,
1295,apartment,950,2,1.0,1,1,0,0,0,w/d in unit,off-street parking
1725,apartment,809,1,1.0,0,0,1,0,0,,
1300,apartment,908,2,2.0,1,1,1,0,0,,
995,apartment,765,2,1.0,0,1,0,0,0,laundry in bldg,off-street parking
1240,apartment,1087,2,2.0,1,1,1,0,0,w/d hookups,street parking
1259,apartment,1000,3,2.5,1,1,1,0,0,w/d hookups,off-street parking
1199,apartment,1325,3,2.0,1,1,1,0,0,w/d hookups,off-street parking
1388,apartment,940,2,2.0,1,1,0,1,0,w/d in unit,
895,apartment,1010,2,2.0,1,1,1,0,0,w/d hookups,off-street parking
350,apartment,750,1,1.0,0,0,1,0,0,w/d hookups,off-street parking
900,apartment,916,2,2.0,1,1,1,0,0,w/d in unit,
1157,apartment,1186,2,2.0,1,1,1,0,0,w/d hookups,off-street parking
1200,apartment,1375,3,1.5,0,0,0,0,0,w/d in unit,attached garage
700,apartment,600,1,1.0,1,1,1,1,0,laundry in bldg,off-street parking
1518,apartment,1095,2,2.0,1,1,0,0,0,w/d in unit,off-street parking
900,apartment,556,1,1.0,1,1,1,0,0,w/d in unit,
2380,apartment,1014,2,2.0,1,1,1,0,0,laundry on site,carport
1910,apartment,847,1,1.0,0,0,1,0,0,,
950,apartment,1215,2,2.0,1,1,1,0,0,laundry in bldg,carport
1785,apartment,520,0,1.0,0,0,1,0,0,,
1040,apartment,55,1,1.0,1,1,1,0,0,,
1000,apartment,800,1,1.0,1,1,0,0,0,w/d in unit,off-street parking
1099,apartment,967,2,2.0,1,1,1,0,0,w/d hookups,
1165,apartment,766,1,1.0,1,1,0,0,0,w/d in unit,
1340,apartment,1430,3,2.0,1,1,1,0,0,w/d in unit,no parking
864,townhouse,1015,2,1.5,1,1,1,0,0,w/d hookups,off-street parking
700,apartment,875,2,1.5,1,1,1,0,0,laundry in bldg,off-street parking
1340,apartment,691,1,1.0,0,0,1,0,0,,
975,house,1584,4,1.0,0,0,1,0,0,w/d hookups,off-street parking
821,apartment,709,1,1.0,1,1,1,0,0,w/d hookups,
1695,apartment,1207,3,1.5,1,0,0,0,0,laundry in bldg,off-street parking
1515,apartment,898,2,1.0,1,1,1,0,0,w/d in unit,
750,apartment,650,1,1.0,0,0,1,0,1,,
885,apartment,550,1,1.0,0,0,1,0,0,laundry on site,off-street parking
760,apartment,900,3,1.0,1,1,1,0,0,w/d hookups,street parking
895,apartment,540,1,1.0,1,0,1,0,0,laundry on site,off-street parking
1360,apartment,1388,3,2.0,1,1,1,0,0,,
940,apartment,600,2,1.0,1,1,1,0,0,laundry on site,carport
1200,apartment,855,2,1.0,1,1,1,0,0,laundry on site,carport
1600,apartment,542,2,1.0,0,0,0,0,0,w/d in unit,
940,apartment,960,2,1.5,1,1,1,0,0,laundry on site,off-street parking
579,apartment,796,2,1.0,1,1,1,0,0,laundry on site,off-street parking
1330,apartment,1015,2,1.0,1,1,1,0,0,laundry in bldg,off-street parking
815,apartment,900,2,1.0,0,0,0,0,0,w/d in unit,detached garage
1250,house,1256,3,2.0,1,1,0,0,0,w/d hookups,
2030,apartment,406,0,1.0,1,1,1,0,0,w/d in unit,
760,apartment,900,3,1.0,1,1,1,0,0,w/d hookups,street parking
1295,apartment,950,1,1.0,1,1,1,0,0,w/d in unit,off-street parking
1400,townhouse,1600,2,2.0,0,0,0,0,0,w/d in unit,street parking
995,townhouse,1145,2,1.5,1,1,1,0,0,w/d in unit,off-street parking
1136,apartment,804,1,1.0,1,1,0,0,0,w/d in unit,
1394,apartment,1008,2,2.0,1,1,0,0,0,w/d in unit,off-street parking
1074,apartment,1000,2,2.0,1,1,0,1,0,w/d in unit,off-street parking
850,house,1440,3,1.0,0,0,1,0,0,w/d hookups,attached garage
975,apartment,1180,2,2.0,1,1,1,0,0,w/d hookups,
1009,apartment,957,1,1.0,1,1,1,0,0,w/d hookups,off-street parking
899,apartment,912,2,1.0,1,1,1,0,0,laundry in bldg,no parking
2030,apartment,1713,3,2.5,0,0,1,0,0,,
1212,apartment,890,1,1.0,0,0,1,0,0,,
700,apartment,650,1,1.0,1,1,0,0,0,laundry on site,off-street parking
861,apartment,1210,4,2.0,0,0,1,1,0,laundry on site,off-street parking
999,apartment,1200,3,1.5,1,1,1,0,0,w/d hookups,
1179,apartment,1200,3,1.5,1,1,1,0,1,w/d hookups,
1020,apartment,1163,2,2.0,1,1,1,0,0,w/d in unit,carport
1285,apartment,930,2,2.0,1,1,1,0,0,w/d in unit,
1095,apartment,1056,2,2.0,1,1,1,0,0,w/d hookups,off-street parking
1900,loft,900,2,1.0,1,1,0,0,1,laundry on site,off-street parking
1095,apartment,1044,2,1.5,1,1,0,0,0,laundry on site,off-street parking
2086,apartment,1008,2,2.0,1,1,0,0,0,w/d in unit,
739,apartment,701,1,1.0,1,1,1,0,0,laundry on site,off-street parking
1690,apartment,700,1,1.0,1,1,1,0,0,laundry on site,carport
1000,duplex,1600,2,1.0,0,0,0,0,0,w/d in unit,off-street parking
2356,apartment,904,1,1.0,1,1,0,1,0,w/d in unit,carport
1106,apartment,968,2,2.0,1,1,1,0,0,w/d in unit,
1450,apartment,836,2,1.0,1,1,1,0,0,w/d in unit,carport
800,house,1500,3,1.0,0,0,1,0,0,w/d hookups,off-street parking
2700,condo,700,1,1.0,0,0,0,0,0,w/d in unit,carport
619,apartment,925,2,1.0,1,1,1,0,0,laundry on site,off-street parking
1587,apartment,1327,2,2.0,1,1,0,1,0,w/d hookups,attached garage
600,apartment,741,2,1.0,0,0,0,0,0,w/d hookups,street parking
535,apartment,270,0,1.0,0,0,1,0,0,,
1425,house,1400,3,2.0,0,0,0,0,0,w/d hookups,attached garage
350,house,1100,2,1.5,0,0,1,0,0,,
879,apartment,985,3,1.5,0,0,1,0,0,,
855,apartment,1344,3,2.0,0,0,1,0,0,,
1367,apartment,1217,2,2.5,0,0,1,0,0,,
975,apartment,1418,2,2.0,1,1,1,0,0,laundry on site,street parking
925,apartment,600,2,1.0,1,0,0,0,0,w/d hookups,off-street parking
760,apartment,653,1,1.0,0,0,1,0,0,,
1208,apartment,880,1,1.0,1,1,1,0,0,w/d in unit,off-street parking
889,apartment,915,2,1.0,1,1,1,0,1,w/d in unit,
1487,apartment,617,1,0.0,1,1,1,0,0,w/d in unit,off-street parking
1239,apartment,580,1,1.0,1,1,1,1,0,w/d in unit,
1158,apartment,1300,2,1.5,1,1,1,0,0,w/d hookups,
1305,apartment,781,1,1.0,1,1,1,0,0,w/d in unit,off-street parking
1295,apartment,1132,2,1.5,1,1,1,0,0,w/d in unit,off-street parking
2300,townhouse,2677,4,3.0,1,1,0,0,0,w/d hookups,attached garage
795,apartment,1248,3,2.0,1,1,1,0,0,w/d hookups,off-street parking
642,apartment,743,2,1.0,1,1,0,0,0,laundry on site,off-street parking
1500,apartment,500,2,1.0,1,1,0,1,1,laundry in bldg,
900,townhouse,800,2,1.0,0,0,1,0,0,w/d hookups,street parking
700,house,1129,3,1.0,1,1,1,0,0,,
1075,house,2052,3,2.0,0,0,0,0,0,w/d in unit,off-street parking
1325,apartment,570,1,1.0,1,1,1,0,0,laundry in bldg,off-street parking
950,apartment,930,2,1.0,0,0,1,0,0,w/d in unit,carport
1017,apartment,934,1,1.0,1,1,1,0,0,w/d in unit,off-street parking
575,apartment,685,1,1.0,1,1,1,1,0,,
1349,apartment,1108,2,2.0,1,1,0,0,0,w/d in unit,attached garage
1386,apartment,779,1,1.0,0,0,1,0,0,,
956,apartment,1220,3,1.5,1,1,1,0,0,w/d hookups,off-street parking
1000,apartment,738,1,1.0,1,1,1,0,0,w/d in unit,carport
600,apartment,1200,2,1.0,0,1,1,0,0,w/d hookups,street parking
1415,apartment,1152,3,2.0,1,1,0,0,0,w/d in unit,carport
1490,apartment,1064,3,1.5,1,1,1,0,0,w/d hookups,
375,apartment,550,1,1.0,1,1,1,0,0,,
910,apartment,760,1,1.0,1,1,1,1,0,w/d hookups,
2025,apartment,954,2,1.0,1,1,0,0,0,w/d in unit,carport
1595,condo,1478,2,2.0,0,0,1,0,0,w/d in unit,off-street parking
1200,condo,829,1,1.0,0,0,1,0,0,w/d in unit,carport
1134,apartment,890,2,2.0,1,1,1,0,0,laundry on site,off-street parking
675,apartment,600,1,1.0,0,0,1,0,0,laundry on site,off-street parking
1400,apartment,1200,2,1.0,0,0,0,0,1,laundry in bldg,attached garage
1290,apartment,991,2,2.0,1,1,1,0,0,w/d in unit,off-street parking
915,apartment,789,2,1.0,1,1,1,0,0,laundry on site,carport
1905,apartment,910,1,2.0,0,0,1,0,0,,
1400,house,1200,2,1.5,1,0,0,0,0,w/d in unit,off-street parking
980,apartment,1089,2,2.0,1,1,1,0,0,w/d hookups,
1970,apartment,798,1,1.0,1,1,1,0,0,,
725,apartment,674,1,1.0,1,1,1,0,0,laundry on site,off-street parking
810,apartment,840,1,1.0,1,1,0,0,0,w/d in unit,off-street parking
2715,apartment,840,2,2.0,1,1,1,0,0,laundry on site,off-street parking
750,townhouse,996,2,1.5,1,1,1,0,0,w/d hookups,off-street parking
715,apartment,500,2,2.0,1,1,1,1,0,w/d in unit,carport
1648,house,1440,3,2.0,1,1,1,0,0,w/d hookups,attached garage
800,apartment,1100,2,2.0,1,0,1,0,0,laundry in bldg,attached garage
550,manufactured,800,2,1.0,0,0,1,0,0,w/d hookups,off-street parking
2350,apartment,705,1,1.0,1,0,1,0,0,laundry in bldg,no parking
949,apartment,1200,3,2.0,1,1,1,0,0,,
1450,apartment,1230,3,2.0,1,1,0,0,0,w/d in unit,carport
1200,apartment,1300,3,1.0,0,0,0,0,0,laundry on site,off-street parking
1600,house,700,2,1.0,0,0,0,0,0,no laundry on site,street parking
795,apartment,1248,3,2.0,1,1,1,0,0,w/d hookups,off-street parking
1375,apartment,450,0,1.0,1,1,1,0,0,laundry on site,
1500,apartment,1010,2,2.0,1,1,1,0,0,w/d in unit,street parking
1699,apartment,710,1,1.0,1,1,0,0,0,laundry on site,off-street parking
1275,apartment,640,1,1.0,1,1,1,0,0,laundry on site,carport
800,apartment,600,1,1.0,0,0,0,0,0,no laundry on site,off-street parking
1046,apartment,960,2,2.0,1,1,1,0,0,w/d hookups,
1200,townhouse,750,1,1.0,1,1,0,0,1,w/d in unit,off-street parking
687,apartment,877,1,1.0,1,1,0,1,0,w/d hookups,off-street parking
1319,apartment,745,1,1.0,1,1,1,0,0,w/d in unit,
1039,apartment,695,1,1.0,1,1,1,0,0,w/d in unit,off-street parking
599,apartment,650,1,1.0,1,0,0,0,0,laundry in bldg,off-street parking
1550,apartment,1500,3,2.5,1,1,0,0,0,laundry on site,off-street parking
1335,apartment,1056,2,2.0,1,1,1,0,0,,
900,apartment,500,1,1.0,0,0,0,0,1,no laundry on site,street parking
882,apartment,720,1,1.0,1,1,1,0,0,w/d hookups,off-street parking
1300,apartment,1086,2,1.0,1,1,0,0,0,w/d in unit,detached garage
750,manufactured,980,3,2.0,0,0,1,0,0,w/d hookups,off-street parking
1075,apartment,965,2,2.0,1,1,1,0,0,w/d in unit,carport
1275,apartment,1150,2,1.0,1,1,1,0,0,laundry in bldg,off-street parking
1035,apartment,1318,3,2.0,1,1,1,0,0,,off-street parking
740,apartment,750,1,1.0,1,1,1,0,0,w/d hookups,off-street parking
1737,apartment,678,0,1.0,1,1,0,0,0,w/d in unit,attached garage
1387,apartment,1112,2,2.0,1,1,1,0,0,w/d in unit,street parking
850,house,784,2,1.0,0,0,1,0,0,,
1720,apartment,794,1,1.0,0,0,1,0,0,,
1100,apartment,700,2,1.0,0,0,1,0,0,w/d hookups,off-street parking
970,apartment,1080,3,2.0,1,1,1,0,0,,
1925,apartment,798,1,1.0,1,1,1,0,0,w/d in unit,
599,apartment,1107,2,1.0,0,0,0,0,0,w/d hookups,off-street parking
1765,apartment,1059,2,2.0,1,1,1,0,0,w/d in unit,detached garage
1294,apartment,930,2,2.0,1,1,1,0,0,w/d hookups,carport
740,apartment,826,2,1.0,1,1,1,0,0,laundry in bldg,off-street parking
493,apartment,1311,3,3.0,0,0,1,0,0,,
818,apartment,935,3,1.5,0,0,1,0,0,laundry on site,off-street parking
975,apartment,852,1,1.0,1,1,0,0,0,w/d in unit,carport
710,apartment,754,1,1.0,1,1,0,0,0,laundry in bldg,off-street parking
775,apartment,1200,2,2.0,1,1,1,0,0,w/d hookups,carport
907,apartment,650,1,1.0,0,0,1,0,0,,
2375,apartment,1200,3,2.0,1,1,1,0,0,w/d in unit,street parking
1109,apartment,816,1,1.0,1,1,0,0,1,w/d in unit,off-street parking
495,apartment,450,1,1.0,0,0,1,0,0,laundry on site,off-street parking
955,apartment,650,1,1.0,1,1,1,0,0,laundry in bldg,
915,apartment,1106,2,1.5,1,1,0,0,0,laundry in bldg,off-street parking
815,apartment,1275,3,2.0,0,0,1,0,0,,
1799,apartment,1030,2,2.0,1,1,0,0,0,w/d in unit,attached garage
570,apartment,594,1,1.0,1,1,1,0,0,laundry on site,off-street parking
1339,apartment,1221,2,2.0,1,1,1,0,0,w/d in unit,
1250,house,1902,3,2.0,1,1,0,1,1,w/d in unit,attached garage
1850,apartment,1128,2,2.0,1,1,1,0,0,,
1550,house,1451,2,2.0,1,0,0,0,0,w/d in unit,attached garage
1163,apartment,695,1,1.0,1,1,1,0,0,,
999,manufactured,1056,3,2.0,1,1,1,0,0,w/d in unit,off-street parking
675,apartment,1100,2,1.5,0,0,1,0,0,laundry on site,off-street parking
799,manufactured,1216,3,2.0,1,1,1,0,0,w/d in unit,street parking
1026,apartment,901,2,2.0,1,1,1,0,0,w/d in unit,off-street parking
1405,apartment,1083,2,2.0,1,1,1,0,0,w/d hookups,
1000,apartment,911,2,1.5,1,1,1,0,0,w/d hookups,street parking
780,apartment,680,1,1.0,1,1,1,0,0,laundry on site,carport
650,apartment,650,1,1.0,1,1,1,0,0,laundry on site,
1010,apartment,937,2,1.0,1,1,1,0,0,w/d in unit,carport
649,apartment,635,1,1.0,1,1,1,0,0,w/d hookups,carport
1429,apartment,888,2,1.0,1,1,0,0,0,w/d in unit,attached garage
1845,apartment,1308,3,2.0,1,1,0,0,0,,off-street parking
665,apartment,925,2,2.0,1,1,1,0,0,laundry on site,carport
575,apartment,765,1,1.0,1,1,1,0,0,laundry on site,off-street parking
999,apartment,719,1,1.0,1,1,1,1,1,w/d in unit,
825,apartment,568,1,1.0,1,1,1,0,0,w/d in unit,off-street parking
1199,apartment,598,1,1.0,1,1,1,0,0,,
502,apartment,502,1,1.0,1,1,1,0,0,w/d hookups,
1400,condo,990,2,2.0,0,0,0,0,1,w/d in unit,off-street parking
2884,apartment,1303,3,2.0,1,1,1,0,0,,
1195,apartment,1160,3,2.0,0,0,1,0,0,laundry on site,carport
985,apartment,1365,2,2.0,1,1,1,0,0,w/d hookups,
855,apartment,810,2,1.0,0,0,1,0,0,laundry in bldg,off-street parking
2345,house,1400,3,2.0,1,1,0,0,0,w/d in unit,detached garage
1049,apartment,2090,4,2.5,1,1,1,0,0,w/d hookups,attached garage
1329,apartment,1045,2,2.0,1,1,1,0,0,w/d in unit,
684,apartment,828,2,1.0,1,1,1,0,0,laundry in bldg,off-street parking
1600,house,2810,4,2.5,1,1,1,0,0,w/d hookups,attached garage
1199,apartment,1200,3,2.0,1,1,0,0,0,w/d hookups,
1135,apartment,875,2,1.0,1,1,0,0,0,w/d hookups,carport
2995,townhouse,1228,2,2.5,0,0,0,0,0,w/d in unit,attached garage
914,apartment,1050,3,2.0,0,0,1,0,0,w/d hookups,off-street parking
999,apartment,471,1,1.0,1,1,0,0,1,w/d in unit,attached garage
1240,apartment,610,1,1.0,0,0,0,0,1,no laundry on site,street parking
1485,apartment,400,0,1.0,1,1,0,1,0,w/d in unit,attached garage
1025,apartment,948,2,1.0,1,1,1,0,0,laundry in bldg,carport
1099,apartment,1278,2,2.0,1,1,1,0,0,,
1991,apartment,564,0,1.0,0,0,1,0,0,,
785,apartment,650,1,1.0,1,1,0,0,0,laundry on site,
2835,apartment,1234,3,2.0,0,0,1,0,0,,
640,apartment,1040,2,2.0,1,1,0,0,0,laundry on site,
1471,apartment,1150,2,1.0,0,0,1,0,0,,
1275,apartment,865,2,1.0,1,1,1,0,0,w/d in unit,carport
1595,apartment,550,2,1.0,1,1,0,0,0,laundry on site,off-street parking
810,apartment,550,0,1.0,1,1,0,0,1,laundry in bldg,off-street parking
1399,apartment,740,1,1.0,1,1,0,0,0,w/d in unit,carport
1213,house,1487,4,1.5,1,1,1,0,0,,
599,duplex,800,2,1.0,1,0,1,0,0,,
899,apartment,1280,3,2.0,1,1,1,0,0,w/d hookups,
1046,apartment,670,1,1.0,1,1,1,0,0,laundry on site,off-street parking
1850,duplex,1000,2,1.0,1,0,0,1,0,laundry on site,off-street parking
1695,apartment,650,1,1.0,1,1,1,0,0,laundry in bldg,carport
1895,apartment,1080,2,2.0,1,1,1,0,0,w/d in unit,carport
1674,house,1244,3,2.0,1,1,0,0,0,w/d in unit,carport
1175,apartment,852,2,1.0,0,0,1,0,0,,
1500,apartment,870,1,1.0,0,0,0,0,0,w/d in unit,off-street parking
1120,apartment,1100,2,2.0,1,1,1,0,0,laundry on site,off-street parking
1550,apartment,888,2,2.0,1,1,1,0,0,laundry on site,carport
839,apartment,700,1,1.0,1,1,1,0,0,laundry on site,off-street parking
1400,condo,305,0,1.0,0,0,0,0,1,laundry in bldg,
1300,apartment,963,2,2.0,1,1,1,0,0,w/d in unit,carport
2840,apartment,974,1,1.0,0,0,1,0,0,,
769,apartment,1018,2,2.0,1,1,1,1,0,w/d hookups,off-street parking
738,apartment,800,2,1.0,0,0,1,0,0,w/d hookups,off-street parking
1025,apartment,1000,2,2.0,1,1,1,0,0,w/d in unit,off-street parking
1375,apartment,750,2,1.0,1,1,1,0,0,laundry on site,street parking
675,apartment,900,1,1.0,0,0,0,0,0,w/d hookups,detached garage
885,apartment,1078,2,2.0,0,0,0,0,0,w/d in unit,detached garage
2333,apartment,1260,2,2.0,1,1,1,1,0,w/d in unit,attached garage
1695,apartment,650,1,1.0,0,0,1,0,0,laundry in bldg,carport
1950,condo,621,1,1.0,0,0,0,0,0,laundry on site,off-street parking
904,townhouse,935,2,1.5,1,1,1,0,0,w/d hookups,off-street parking
1364,apartment,871,2,1.0,1,1,0,0,0,laundry in bldg,off-street parking
700,apartment,700,1,1.0,1,1,1,0,0,laundry on site,off-street parking
795,house,800,1,1.0,0,0,0,0,0,w/d in unit,carport
765,apartment,850,2,1.0,1,1,0,1,0,,
799,apartment,1042,2,2.0,1,1,1,0,0,w/d hookups,off-street parking
800,apartment,706,1,1.0,0,0,1,0,0,w/d hookups,carport
829,apartment,602,0,1.0,1,1,0,0,0,w/d in unit,off-street parking
1649,house,1508,3,2.0,1,1,1,0,0,w/d hookups,attached garage
685,apartment,600,1,1.0,1,1,1,0,0,,
605,apartment,630,1,1.0,1,1,1,0,0,laundry on site,off-street parking
1454,apartment,1041,2,2.0,1,1,1,0,0,w/d in unit,carport
1350,apartment,722,1,1.0,1,1,0,0,0,w/d in unit,carport
1750,house,2409,4,2.0,1,1,1,0,0,w/d hookups,attached garage
1150,apartment,1430,3,3.0,0,0,1,0,0,w/d in unit,
799,apartment,639,1,1.0,1,1,1,0,0,,detached garage
380,apartment,980,2,1.0,0,1,1,0,0,,attached garage
994,apartment,899,2,2.0,1,1,1,0,0,w/d in unit,carport
1895,apartment,800,1,1.0,0,0,1,0,0,laundry on site,street parking
782,manufactured,1056,3,2.0,1,1,1,0,0,w/d hookups,street parking
825,apartment,1070,2,2.0,1,1,1,0,0,laundry in bldg,carport
709,townhouse,1006,3,1.5,1,1,1,0,0,w/d hookups,
825,apartment,852,2,2.0,1,1,1,0,0,w/d in unit,
518,apartment,635,1,1.0,1,1,0,0,0,laundry in bldg,carport
1347,apartment,1235,3,2.0,1,1,1,0,0,laundry on site,
815,apartment,645,1,1.0,1,1,1,0,0,laundry in bldg,street parking
635,apartment,363,1,1.0,1,1,0,0,0,laundry on site,off-street parking
1027,apartment,1014,2,2.0,1,1,1,0,0,,
1050,apartment,1046,2,2.0,0,0,1,0,0,,
660,apartment,900,3,1.5,0,0,1,1,0,laundry on site,street parking
970,apartment,996,1,1.0,1,1,1,0,0,laundry on site,carport
753,apartment,682,1,1.0,1,1,1,0,0,w/d in unit,off-street parking
1615,apartment,750,1,1.0,0,0,1,0,0,,
750,apartment,400,1,1.0,0,0,0,0,0,w/d in unit,
1850,apartment,1800,3,2.0,1,1,1,0,0,laundry in bldg,attached garage
1054,apartment,1145,2,2.0,1,1,1,0,0,w/d in unit,off-street parking
765,apartment,802,1,1.0,1,1,1,0,0,laundry on site,street parking
755,apartment,1024,2,2.0,0,0,1,0,0,laundry on site,off-street parking
1295,townhouse,1782,3,1.5,1,0,1,0,0,w/d in unit,off-street parking
1550,duplex,1760,3,2.0,0,1,0,0,0,w/d hookups,attached garage
815,apartment,720,1,1.0,1,1,1,0,0,w/d hookups,off-street parking
819,apartment,1040,2,1.0,1,1,1,0,0,w/d hookups,off-street parking
650,apartment,900,2,2.0,1,1,0,0,0,w/d hookups,off-street parking
600,apartment,960,2,2.0,1,1,1,1,0,,
1295,apartment,600,1,1.0,0,0,0,0,0,laundry in bldg,off-street parking
1430,apartment,840,1,1.0,0,0,1,0,0,,
631,apartment,500,1,1.0,0,0,1,0,0,,
970,townhouse,1200,2,1.5,1,1,1,0,0,w/d hookups,
1483,apartment,1190,3,2.0,0,0,1,0,0,,
585,apartment,597,1,1.0,1,1,1,0,0,laundry in bldg,off-street parking
700,house,1549,3,2.0,0,0,1,0,0,,
1223,apartment,897,2,1.0,1,1,0,0,0,w/d in unit,
