,risks,returns
0,0.22656222586075955,0.0753156301048083
1,0.22656203063884806,0.07531561544574276
2,0.226561694185912,0.0753155903770112
3,0.22656111211771468,0.07531554755860888
4,0.22656313353989413,0.07531570390153564
5,0.2265631131612158,0.07531570243880904
6,0.22656306901579104,0.07531569931033796
7,0.2265629348683109,0.07531569002421794
8,0.22656198398674782,0.0753156254507809
9,0.22656267643928557,0.07531567330802137
10,0.2211567108095383,0.0749447798110506
11,0.21248645809544175,0.07431605677670593
12,0.20532501194660127,0.07375470798261487
13,0.1994532047264391,0.07325439631143561
14,0.19466290729569796,0.07280849786015546
15,0.190772102363939,0.07241108410464496
16,0.1876239800078712,0.07205688008925533
17,0.1850846417763942,0.07174111341738024
18,0.18304243308590235,0.07145969367257693
19,0.17808355063422157,0.07069966772544539
20,0.16799359581045697,0.06904919801974552
21,0.15899392294973264,0.06749316453418719
22,0.1514660273775383,0.06610663567994864
23,0.14520784744611945,0.06487074704400043
24,0.14003760329518924,0.06376925977326098
25,0.13579049725862932,0.06278755858497692
26,0.1323198048715701,0.06191261900470597
27,0.12949676478933891,0.061132853715096455
28,0.12720937078644318,0.06043779760838016
29,0.12536288914198,0.05981838325665162
30,0.12387658471902334,0.05926633819984721
31,0.12268327600988019,0.05877438817436856
32,0.1217267750401851,0.05833580838661692
33,0.12098823513978153,0.057959102281632494
34,0.11496131625343442,0.05457675393008751
35,0.10917081753997743,0.05113745272751515
36,0.10434252370930949,0.04807217838475971
37,0.10034183569912586,0.0453402479953298
38,0.09704651625544673,0.04290541353232592
39,0.09434696660822925,0.04073536630619742
40,0.09214629434321737,0.03880130928222303
41,0.08984128935863668,0.03656579863306792
42,0.08730916544184394,0.03390459464422877
43,0.08524424118204689,0.031532790796321146
44,0.08356767643991522,0.029418937973700807
45,0.0822875355874428,0.02764278175181503
46,0.08132085956541239,0.02615569758903531
47,0.08054475247509023,0.024830361412038267
48,0.07992289885608991,0.023649155143124934
49,0.07942547374015169,0.022596404221432692
50,0.07902812376514598,0.02165813903524446
51,0.07871106803252698,0.020821909361502418
52,0.07845830872153929,0.020076618935919485
53,0.0782569897782397,0.01941239565140837
54,0.07809666445865864,0.01882038427691168
55,0.07796907957036574,0.01829275464987573
56,0.07786758818580972,0.0178225055881274
57,0.07778687791073799,0.01740339668397783
58,0.07772270799155835,0.017029865727788182
59,0.07767169847773951,0.016696956117512513
60,0.07763115658859092,0.01640025032583892
61,0.07759894855590785,0.016135816077629473
62,0.07757334372135649,0.015900132886930388
63,0.07755299934960383,0.01569008032304315
64,0.07753683563184191,0.015502870981853288
65,0.07752399413432526,0.015336020656883926
66,0.0775137924825689,0.015187315322140153
67,0.07750568815577663,0.015054781631431723
68,0.07749925041140895,0.014936661046696298
69,0.07749413633745496,0.01483138596229128
70,0.07749007381553318,0.014737559433712062
71,0.07748684666369995,0.014653936443787988
72,0.07748428312985046,0.014579407369538345
73,0.07748224676962667,0.014512983260126818
74,0.07748062917789117,0.01445378270663911
75,0.07747934424278861,0.014401020155519594
76,0.07747835490378022,0.014354011406919057
77,0.07747753862525474,0.014312097817583018
78,0.0774768898296629,0.014274742356414964
79,0.07747637409984819,0.0142414493187809
80,0.07747596417013068,0.014211776946904455
81,0.07747563834531446,0.014185331502951867
82,0.07747537936629365,0.014161762053177549
83,0.07747517379242158,0.014140755964650925
84,0.07747501071146493,0.014122034472632565
85,0.07747488457438698,0.0141053507147301
86,0.07747479239884482,0.014090485230437527
87,0.07747471620663478,0.014077234291468586
88,0.07747465500296984,0.014065423837387257
89,0.0774746048904382,0.014054896898311806
90,0.07747456449703065,0.014045514584575024
91,0.07747453143830799,0.014037152212536905
92,0.07747450390569773,0.014029698795093021
93,0.07747448105811978,0.014023055689693678
94,0.07747446252590481,0.014017135212186603
95,0.07747445082485327,0.014011862000005289
96,0.07747444426250119,0.014007165718798884
97,0.07747444367744452,0.014002985962817287
98,0.07747440669208507,0.013999218852226209
99,0.07747440213005512,0.01399589052291957
