Risks,Returns
0.1543917249895886,0.03478086338393726
0.1543917237278965,0.03478086310835313
0.1543917223299244,0.03478086280995245
0.15439172078847177,0.03478086249049648
0.15439171910016056,0.034780862153952485
0.15439171726821932,0.03478086180767467
0.15439171378963196,0.03478086113504101
0.15439169932464766,0.034780858125684704
0.15439168126861258,0.03478085440691525
0.15439165846098324,0.0347808497593319
0.15439162918872956,0.034780843861579175
0.1543915907204938,0.034780836204889115
0.1543915381958624,0.03478082589059229
0.1543914617175585,0.03478081110585694
0.1543913381693541,0.03478078767059627
0.15439110693918293,0.03478074480429043
0.15439176240214494,0.03478087345010385
0.15439174923292176,0.03478087113657612
0.1543917084619125,0.0347808642119801
0.15439133913170563,0.03478080546426244
0.15370876395240218,0.03467603783167819
0.144157563210532,0.0331716178307719
0.1360818498733022,0.03182897214382835
0.12930489264237954,0.030631682222629308
0.12294391768059809,0.029427903793760986
0.11627977842030432,0.02809191294337671
0.10888009153166997,0.026518332481694933
0.1018645868807601,0.02495851756083542
0.09592535215202865,0.023567881854843896
0.0909305915413253,0.022328258371412894
0.08665479450235256,0.021196379492747226
0.08308434727025114,0.020183008021764058
0.08013339042747514,0.019279396146515197
0.07770949780314164,0.018474037204177084
0.07572885592840264,0.017756258082909076
0.074117863317781,0.017116535253818288
0.07281280415687809,0.016546378586705945
0.07175912038396096,0.016038155494360544
0.07081711047135032,0.015532874144054229
0.06925559670450339,0.01460750104302535
0.06765581767911134,0.013575323001573453
0.06635731287754337,0.012655194479149132
0.0653075772384516,0.011835213114296448
0.06446152929419148,0.011104380365297394
0.06378146174732444,0.010453016157463241
0.06323606759844079,0.009872485713864393
0.06279947016981148,0.00935508737972747
0.06245049331093265,0.008893955589743143
0.06217189517709902,0.008482971392080197
0.06194970391301883,0.008116681271507848
0.06177264146149313,0.007790224345745139
0.061631629946329175,0.007499255482658339
0.06151938603659523,0.007239917837942825
0.06143006218921867,0.007008717165452472
0.061359069008906864,0.006802853845218888
0.06130164668910396,0.006615941328177907
0.06121936495475795,0.006314585770026365
0.06114594504994404,0.006014857168469815
0.06108757767235037,0.005747794263532882
0.06104117696400137,0.005509789312323233
0.06100441008913666,0.005298378553577227
0.06097518053618129,0.005109994248545164
0.06096075664825447,0.005006946764800771
0.060953044078357964,0.004944264974226382
0.0609467643272487,0.004887262058948808
0.060941828957609336,0.0048368916237175735
0.060937915270144964,0.004792057510255758
0.060934807501888205,0.004752109864882417
0.060932339360081106,0.004716511895067504
0.06093037923033667,0.0046847902189432284
0.06092882224417751,0.004656519716687355
0.06092758557637163,0.004631326673388693
0.0609266033648924,0.004608877005304208
0.06092582334149746,0.004588874785334722
0.06092520388238923,0.004571054366420382
0.060924711919429816,0.004555178246867486
0.060924321184835754,0.004541034341541849
0.060924011153799314,0.0045284473118607765
0.06092376534981775,0.004517257285460713
0.06092357007957451,0.0045072930910018
0.06092341486224946,0.004498417089530771
0.060923291420044934,0.004490508014527398
0.06092319341530223,0.004483473570471444
0.06092311569143711,0.0044772265078363155
0.06092305399030277,0.00447167709250621
0.06092300527090518,0.0044667766924865486
0.060922967002220954,0.0044624767971057164
0.06092293684049686,0.004458698420096288
0.060922913160003866,0.0044553958307129455
0.06092288317438841,0.004450801035848603
0.06092286763490737,0.004447982243219154
0.06092285530788128,0.004445474709801794
0.06092284554419814,0.0044432482254068185
0.06092283783826999,0.00444127951247515
0.060922831946961443,0.004439592099812059
0.06092282784161656,0.004438266964529717
0.06092282605158205,0.004437542312334746
0.06092281941468959,0.004435165896190551
0.06092281727047915,0.0044341841821419455
0.0609228169498777,0.004433902112765024
