Risks,Returns
0.11347718581677901,0.01847858867335441
0.11347718310109062,0.01847858834970429
0.11347717987606293,0.018478587970791435
0.11347717602585455,0.018478587525232276
0.11347717140202246,0.01847858699862655
0.11347716581583038,0.018478586373031014
0.11347715902277764,0.018478585625515995
0.11347714816775688,0.018478584308088443
0.11347713108425676,0.018478582082792072
0.11347710857011442,0.0184785791154686
0.11347707991871037,0.01847857535669095
0.11347704225573686,0.01847857045994176
0.11347698842742542,0.01847856356478044
0.11347690314579192,0.018478552878494942
0.11347674939887424,0.018478534129421166
0.11347643322032527,0.01847849661246282
0.11347571014892759,0.01847841281336151
0.11347719060220185,0.018478590626898633
0.11347711175176683,0.01847858166152767
0.11347596019371267,0.018478451620963343
0.11298230724054083,0.018422749940734968
0.10727867482287091,0.017758138971846284
0.1024755570990753,0.017160434397534622
0.09849273923874761,0.01662756108814441
0.09521090991448121,0.016152765591713057
0.09252085012760415,0.015729539561746757
0.09032785675295392,0.015352566262129299
0.08854656749323676,0.015016412024904773
0.08710309226489964,0.014716211709436496
0.08451528773238662,0.014115587910999644
0.08081417621381508,0.013203673892289646
0.07774592134787082,0.012390192894957427
0.07521992674393747,0.01166529367280992
0.07315118295014118,0.011019183325071843
0.07146524385945399,0.010443329197903207
0.07009715997007145,0.00993009941979232
0.06899112058710165,0.009472683605927821
0.0680997620599119,0.009065009401471969
0.06738332813475982,0.008701666022025035
0.0668087684806529,0.008377833734931199
0.06634883339152493,0.008089218943189725
0.06598120591448536,0.007831979934464519
0.0656877189916849,0.007602706070577986
0.06545364950107975,0.007398347375731319
0.06526716885094934,0.007216356852900526
0.0651186331698463,0.0070540588079800876
0.06500040495082868,0.006909409912042718
0.06490633899074004,0.006780490228950104
0.06483152155887079,0.006665588063099149
0.06477202634775225,0.006563170363745522
0.06472471500575532,0.006471853162877234
0.0646870375095087,0.006390267319900487
0.06465725471398609,0.006318034316725927
0.06462733585972041,0.006235732326098236
0.06458526159014821,0.0061071562841293345
0.06455092767760856,0.00598965357969854
0.06452368463195854,0.005885091003927003
0.0645020225696689,0.0057918441291090065
0.06448480813045551,0.005708726774892781
0.06447110946388421,0.0056345236604392794
0.06446025442689611,0.005568559847798765
0.06445161406960775,0.005509653131686259
0.06444476417463679,0.005457261797538684
0.0644393199868242,0.005410548893187541
0.06443499404111218,0.005368906936400124
0.06443155700174981,0.0053317880474000635
0.06442882640436745,0.005298702433316116
0.06442665717276784,0.005269213032504751
0.06442493396323738,0.005242929591608405
0.06442356510052599,0.005219503912358105
0.06442247769766506,0.005198624565819402
0.06442161393692537,0.0051800159390585875
0.0644209278253318,0.005163431100441321
0.06442038282743551,0.005148649969942605
0.06441994992063464,0.005135476385730127
0.06441960605075896,0.005123735505123617
0.06441933290583285,0.0051132714932485435
0.06441911593543395,0.005103945280091664
0.06441894359121636,0.005095633314825928
0.0644188066955508,0.00508822529143464
0.0644186987715266,0.005081550561398756
0.06441861376545716,0.005075679595332937
0.06441854696287196,0.005070447528479544
0.06441849487294207,0.005065784261197416
0.06441845480690898,0.005061627377278539
0.06441842475773665,0.005057921308042777
0.06441840331383483,0.005054616592534264
0.06441836204291325,0.005051682996216133
0.06441834494607905,0.005049054461908507
0.0644183314822052,0.005046711736258001
0.06441832062890131,0.005044623828888735
0.06441831225746006,0.005042762885446841
0.06441830602308317,0.005041104205950072
0.06441830246653214,0.005039625494443981
0.06441830028105211,0.00503830367693546
0.06441829132338044,0.005037132394201649
0.0644182885124432,0.005036085682753662
0.06441828635075951,0.005035149660581649
0.06441828463705465,0.005034313402175063
0.06441828327891602,0.005033566622371256
