Risks,Returns
0.20401995706436493,0.03652724684288535
0.20107034378536875,0.03646406298193464
0.1986950674001384,0.03640772688264493
0.19678747516304848,0.03635750753162436
0.19525878077337785,0.03631274519837503
0.19403585397127804,0.03627284888372164
0.1930589060861592,0.036237290406532195
0.19227934144738393,0.036205598348521946
0.19165784486033813,0.03617735224930816
0.19116270699511786,0.036152174233700075
0.19076847939123434,0.036129733164217546
0.19045474334887127,0.036109731665055864
0.19020515199216756,0.036091903726238245
0.19000663633510365,0.03607601130258462
0.18984874437053256,0.03606183906101255
0.18972302872090668,0.036049178027361205
0.18962193931398225,0.036037719068860365
0.1895445554628642,0.03602798320256158
0.18730159203664867,0.035695713841701074
0.17463691479044963,0.03377028534218955
0.16385846044679764,0.03205094630943812
0.15434689947654645,0.030446799950826487
0.14212386428589702,0.028296804843265893
0.13159633261818132,0.026378630690400317
0.12259157984331813,0.024669100687200653
0.11493709567765338,0.023145450428584673
0.10847259592476736,0.02178747429849416
0.10304863387053312,0.020577059783135336
0.09852869530346876,0.019498584620043603
0.09417229758860135,0.018376420167156036
0.08871974223772487,0.016890220100982428
0.0841309129800237,0.015563976041058665
0.08029930520247064,0.01438199110704124
0.07712115212699813,0.013328877408128959
0.07449968772310178,0.012390181397809778
0.07248218385574315,0.01160554968830366
0.07091218872330085,0.01093613297253123
0.06963892326346575,0.01033915029640855
0.06861106742398283,0.009807242864909816
0.06778355417870026,0.009333200327525232
0.06711898022788913,0.008910715342612282
0.06658636816300235,0.00853417734167031
0.06616024573115648,0.008198588733133179
0.06581980038904241,0.007899496673593562
0.06554811693085176,0.007632932964295057
0.06533150840973219,0.007395361250970397
0.06515894005246174,0.007183630156090982
0.0650215499851541,0.00699494385308344
0.06491223271215606,0.006826818050683879
0.06482533488161132,0.0066771076813199205
0.06475598113916506,0.006543202450066287
0.06470103022831307,0.006424265350613174
0.06465813305891531,0.006320290653649739
0.0646335773563731,0.006253590665805504
0.0646146739899096,0.006195904495823032
0.06459973865014221,0.006144717083291774
0.0645877919439249,0.00609887630918835
0.06457832027262264,0.006058080364575169
0.06457080041262216,0.006021735876634612
0.06456482872540006,0.005989350403287797
0.06456008777549427,0.005960494581724851
0.06455631864643763,0.005934768605562796
0.06455332499469091,0.005911841754810672
0.06455094710776305,0.005891408743654725
0.06454908392563763,0.005873263353174682
0.06454757182195889,0.0058570032895186135
0.06454637386031095,0.005842522515174296
0.06454542502901951,0.005829625080583278
0.06454467153445642,0.005818131287369433
0.06454407310989159,0.005807888086598597
0.06454359785375643,0.00579875934598202
0.06454322042037658,0.005790623750146965
0.06454292067417759,0.00578337319110768
0.06454268262091716,0.005776911335001973
0.06454249355937153,0.00577115234660611
0.06454234341249662,0.005766019764905851
0.06454224839584215,0.0057615073850637724
0.06454214892366955,0.0057574180748145
0.0645420706855805,0.005753776257413225
0.06454200956244366,0.005750533212792433
0.06454196206924953,0.005747645245283399
0.06454192473969947,0.00574507153174343
0.06454189551665679,0.0057427777074487586
0.06454187282424048,0.005740733184989435
0.06454185524444879,0.005738910574683303
0.06454184166791714,0.005737285623377322
0.0645418311316602,0.005735836778027879
0.06454182283951192,0.005734544926757915
0.06454181637531323,0.005733393234515786
0.06454181084228064,0.005732366399612493
0.06454180580214425,0.0057314509865713445
0.06454180099245448,0.005730635032531053
0.06454179630500172,0.00572990785812876
0.06454179165905452,0.005729259863943516
0.06454178710810302,0.0057286824603578704
0.06454178348109428,0.005728168203891924
0.06454177921711413,0.005727709585480267
0.06454177501323347,0.0057273007531390896
0.06454177152238202,0.0057269365102217635
0.06454176896756919,0.0057266121084781395
